ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
966	"ENSG00000100083.18"	"GGA1"	chr22	+	37616921	37617048	37616921	37616997	37618447	37618546
967	"ENSG00000196459.13"	"TRAPPC2"	chrX	-	13734043	13734185	13734049	13734185	13719870	13719982
968	"ENSG00000177994.15"	"C2orf73"	chr2	+	54334816	54335024	54334816	54334850	54343719	54343873
969	"ENSG00000169758.12"	"TMEM266"	chr15	+	76156603	76156758	76156603	76156652	76160094	76160168
970	"ENSG00000111203.11"	"ITFG2"	chr12	+	2818105	2818353	2818105	2818277	2820085	2820225
971	"ENSG00000139998.14"	"RAB15"	chr14	-	64950578	64951151	64951073	64951151	64950324	64950414
972	"ENSG00000139998.14"	"RAB15"	chr14	-	64950942	64951151	64951073	64951151	64950324	64950414
973	"ENSG00000139998.14"	"RAB15"	chr14	-	64950578	64951151	64950942	64951151	64950324	64950414
974	"ENSG00000180210.14"	"F2"	chr11	+	46728663	46728837	46728663	46728720	46729379	46729561
975	"ENSG00000144504.15"	"ANKMY1"	chr2	-	240560730	240561091	240561035	240561091	240554865	240555055
976	"ENSG00000154611.14"	"PSMA8"	chr18	+	26144558	26144685	26144558	26144571	26151857	26151982
977	"ENSG00000235098.8"	"ANKRD65"	chr1	-	1420796	1421005	1420815	1421005	1418419	1419549
978	"ENSG00000162231.13"	"NXF1"	chr11	-	62803791	62803978	62803799	62803978	62803418	62803572
979	"ENSG00000162231.13"	"NXF1"	chr11	-	62798538	62800486	62800376	62800486	62797317	62797386
980	"ENSG00000127325.18"	"BEST3"	chr12	-	69693673	69693907	69693728	69693907	69678738	69678893
981	"ENSG00000164609.9"	"SLU7"	chr5	-	160418595	160419081	160419022	160419081	160415124	160415310
982	"ENSG00000138669.9"	"PRKG2"	chr4	-	81142793	81142947	81142880	81142947	81140532	81140669
983	"ENSG00000157106.16"	"SMG1"	chr16	-	18868522	18868719	18868632	18868719	18868189	18868354
984	"ENSG00000108771.12"	"DHX58"	chr17	-	42111724	42111893	42111745	42111893	42111295	42111497
985	"ENSG00000164733.20"	"CTSB"	chr8	-	11861360	11861479	11861405	11861479	11853328	11853479
986	"ENSG00000092148.12"	"HECTD1"	chr14	-	31122913	31123047	31122919	31123047	31121382	31121505
987	"ENSG00000060971.17"	"ACAA1"	chr3	-	38126161	38126700	38126509	38126700	38125825	38125881
988	"ENSG00000169744.12"	"LDB2"	chr4	-	16508534	16508686	16508540	16508686	16501540	16502873
989	"ENSG00000183011.13"	"NAA38"	chr17	-	7856984	7857198	7857014	7857198	7856684	7856843
990	"ENSG00000103365.15"	"GGA2"	chr16	-	23494298	23494378	23494302	23494378	23493359	23493458
991	"ENSG00000103365.15"	"GGA2"	chr16	-	23495688	23495778	23495693	23495778	23494302	23494378
992	"ENSG00000048545.13"	"GUCA1A"	chr6	+	42155405	42155593	42155405	42155485	42162919	42163095
993	"ENSG00000048545.13"	"GUCA1A"	chr6	+	42162919	42163466	42162919	42163095	42173332	42173814
994	"ENSG00000113810.15"	"SMC4"	chr3	+	160412325	160412849	160412325	160412453	160413472	160413613
995	"ENSG00000113810.15"	"SMC4"	chr3	+	160399642	160399749	160399642	160399697	160402675	160402867
996	"ENSG00000113810.15"	"SMC4"	chr3	+	160411919	160412084	160411919	160411977	160412325	160412453
997	"ENSG00000167721.10"	"TSR1"	chr17	-	2335259	2335394	2335307	2335394	2334471	2334896
998	"ENSG00000062524.15"	"LTK"	chr15	-	41507513	41507657	41507561	41507657	41507094	41507290
999	"ENSG00000160688.18"	"FLAD1"	chr1	+	154990158	154990528	154990158	154990257	154992712	154992786
1000	"ENSG00000108001.13"	"EBF3"	chr10	-	129873451	129873596	129873478	129873596	129867781	129867912
1001	"ENSG00000166140.17"	"ZFYVE19"	chr15	+	40807088	40807868	40807088	40807671	40809118	40809240
1002	"ENSG00000105298.13"	"CACTIN"	chr19	-	3614385	3614589	3614396	3614589	3613463	3613586
1003	"ENSG00000272414.5"	"FAM47E-STBD1"	chr4	+	76268659	76268813	76268659	76268768	76271567	76271768
1004	"ENSG00000171603.16"	"CLSTN1"	chr1	-	9731121	9731390	9731205	9731390	9729027	9730705
1005	"ENSG00000181019.12"	"NQO1"	chr16	-	69726432	69726560	69726500	69726560	69718369	69718534
1006	"ENSG00000123106.10"	"CCDC91"	chr12	+	28305648	28305806	28305648	28305779	28306741	28306945
1007	"ENSG00000152556.15"	"PFKM"	chr12	+	48139284	48139504	48139284	48139349	48139848	48139912
1008	"ENSG00000152556.15"	"PFKM"	chr12	+	48134942	48135383	48134942	48135038	48137720	48137846
1009	"ENSG00000130511.15"	"SSBP4"	chr19	+	18433709	18433932	18433709	18433817	18434216	18434562
1010	"ENSG00000185621.11"	"LMLN"	chr3	+	197960199	197960440	197960199	197960319	197974376	197974474
1011	"ENSG00000144395.17"	"CCDC150"	chr2	+	196719496	196719666	196719496	196719584	196720173	196720234
1012	"ENSG00000166004.14"	"CEP295"	chr11	+	93695496	93695673	93695496	93695634	93696319	93696417
1013	"ENSG00000166004.14"	"CEP295"	chr11	+	93696681	93700186	93696681	93696854	93702459	93702637
1014	"ENSG00000267395.5"	"AC074212.6"	chr19	+	45771589	45771684	45771589	45771675	45772305	45772504
1015	"ENSG00000182050.13"	"MGAT4C"	chr12	-	86013680	86013758	86013726	86013758	86011799	86011902
1016	"ENSG00000126226.21"	"PCID2"	chr13	-	113208023	113208650	113208598	113208650	113200426	113200516
1017	"ENSG00000132432.13"	"SEC61G"	chr7	-	54759157	54759246	54759161	54759246	54757494	54757594
1018	"ENSG00000167419.10"	"LPO"	chr17	+	58242977	58244081	58242977	58243055	58247477	58247638
1019	"ENSG00000164880.15"	"INTS1"	chr7	-	1472242	1472386	1472272	1472386	1471570	1471641
1020	"ENSG00000091513.14"	"TF"	chr3	+	133748411	133748669	133748411	133748584	133753594	133753703
1021	"ENSG00000117226.11"	"GBP3"	chr1	-	89014404	89014656	89014546	89014656	89014082	89014279
1022	"ENSG00000125375.14"	"ATP5S"	chr14	+	50322510	50322806	50322510	50322719	50323944	50324116
1023	"ENSG00000186493.11"	"C5orf38"	chr5	+	2753284	2753370	2753284	2753355	2755028	2755081
1024	"ENSG00000205629.11"	"LCMT1"	chr16	+	25128474	25128570	25128474	25128566	25132401	25132523
1025	"ENSG00000205629.11"	"LCMT1"	chr16	+	25170713	25170805	25170713	25170797	25174936	25175034
1026	"ENSG00000135424.15"	"ITGA7"	chr12	-	55700565	55701154	55700898	55701154	55699869	55699989
1027	"ENSG00000104691.14"	"UBXN8"	chr8	+	30754664	30754787	30754664	30754749	30756764	30756887
1028	"ENSG00000165526.8"	"RPUSD4"	chr11	-	126209490	126209722	126209520	126209722	126205687	126205781
1029	"ENSG00000270629.5"	"NBPF14"	chr1	-	148595849	148595890	148595854	148595890	148595542	148595752
1030	"ENSG00000136436.14"	"CALCOCO2"	chr17	+	48848063	48848166	48848063	48848082	48848321	48848455
1031	"ENSG00000141030.12"	"COPS3"	chr17	-	17270757	17271008	17270895	17271008	17267884	17267977
1032	"ENSG00000182853.11"	"VMO1"	chr17	-	4785900	4786052	4785936	4786052	4785284	4785659
1033	"ENSG00000182853.11"	"VMO1"	chr17	-	4785936	4786052	4785956	4786052	4785284	4785659
1034	"ENSG00000182853.11"	"VMO1"	chr17	-	4785900	4786052	4785956	4786052	4785284	4785659
1035	"ENSG00000154556.17"	"SORBS2"	chr4	-	185775226	185775366	185775230	185775366	185690561	185690611
1036	"ENSG00000154556.17"	"SORBS2"	chr4	-	185733997	185734154	185734098	185734154	185678795	185678822
1037	"ENSG00000154556.17"	"SORBS2"	chr4	-	185775226	185775366	185775230	185775366	185684753	185684846
1038	"ENSG00000154556.17"	"SORBS2"	chr4	-	185646667	185646782	185646699	185646782	185630548	185630598
1039	"ENSG00000135241.16"	"PNPLA8"	chr7	-	108487758	108487953	108487944	108487953	108479183	108479379
1040	"ENSG00000196873.15"	"CBWD3"	chr9	+	68260856	68261001	68260856	68260996	68264467	68264514
1041	"ENSG00000257513.7"	"NPIPB1P"	chr18	-	11629641	11629774	11629645	11629774	11625883	11625983
1042	"ENSG00000149554.12"	"CHEK1"	chr11	+	125626748	125626833	125626748	125626820	125629231	125629296
1043	"ENSG00000149554.12"	"CHEK1"	chr11	+	125626748	125626833	125626748	125626820	125627606	125627830
1044	"ENSG00000104756.15"	"KCTD9"	chr8	-	25446079	25446250	25446128	25446250	25440576	25440673
1045	"ENSG00000237765.6"	"FAM200B"	chr4	+	15681755	15681968	15681755	15681784	15686235	15686462
1046	"ENSG00000237765.6"	"FAM200B"	chr4	+	15681755	15681968	15681755	15681901	15686235	15686462
1047	"ENSG00000237765.6"	"FAM200B"	chr4	+	15681755	15681901	15681755	15681784	15686235	15686462
1048	"ENSG00000165288.10"	"BRWD3"	chrX	-	80684009	80684162	80684089	80684162	80682464	80682628
1049	"ENSG00000014216.15"	"CAPN1"	chr11	+	65182434	65182562	65182434	65182541	65182700	65182968
1050	"ENSG00000103067.12"	"ESRP2"	chr16	-	68231177	68231376	68231295	68231376	68230840	68231027
1051	"ENSG00000175198.15"	"PCCA"	chr13	+	100302923	100302998	100302923	100302996	100307191	100307260
1052	"ENSG00000096746.17"	"HNRNPH3"	chr10	+	68338502	68338687	68338502	68338642	68339139	68339226
1053	"ENSG00000174776.10"	"WDR49"	chr3	-	167554649	167554798	167554682	167554798	167536869	167537000
1054	"ENSG00000151612.15"	"ZNF827"	chr4	-	145764978	145765165	145764987	145765165	145763089	145763122
1055	"ENSG00000186369.10"	"LINC00643"	chr14	+	62117356	62117588	62117356	62117566	62118690	62118814
1056	"ENSG00000224597.9"	"SVIL-AS1"	chr10	+	29409556	29409683	29409556	29409658	29415356	29415412
1057	"ENSG00000136518.16"	"ACTL6A"	chr3	+	179562922	179563117	179562922	179562973	179569823	179569900
1058	"ENSG00000075711.20"	"DLG1"	chr3	-	197297672	197298115	197298072	197298115	197297185	197297235
1059	"ENSG00000075711.20"	"DLG1"	chr3	-	197085295	197085756	197085579	197085756	197081050	197081117
1060	"ENSG00000101489.19"	"CELF4"	chr18	-	37321802	37321881	37321829	37321881	37275114	37275243
1061	"ENSG00000101489.19"	"CELF4"	chr18	-	37321802	37321881	37321832	37321881	37275114	37275243
1062	"ENSG00000101489.19"	"CELF4"	chr18	-	37321829	37321881	37321832	37321881	37275114	37275243
1063	"ENSG00000101489.19"	"CELF4"	chr18	-	37274310	37274454	37274313	37274454	37273015	37273163
1064	"ENSG00000101489.19"	"CELF4"	chr18	-	37321802	37321881	37321832	37321881	37275114	37275240
1065	"ENSG00000101489.19"	"CELF4"	chr18	-	37266532	37266598	37266535	37266598	37264673	37264757
1066	"ENSG00000122145.14"	"TBX22"	chrX	+	80023059	80023240	80023059	80023236	80024062	80024164
1067	"ENSG00000100612.13"	"DHRS7"	chr14	-	60149352	60149568	60149449	60149568	60144805	60145013
1068	"ENSG00000134160.13"	"TRPM1"	chr15	-	31063087	31063292	31063117	31063292	31062578	31062702
1069	"ENSG00000134160.13"	"TRPM1"	chr15	-	31063117	31063292	31063135	31063292	31062578	31062702
1070	"ENSG00000134160.13"	"TRPM1"	chr15	-	31063087	31063292	31063135	31063292	31062578	31062702
1071	"ENSG00000241472.6"	"PTPRG-AS1"	chr3	-	62318790	62318892	62318865	62318892	62317807	62317900
1072	"ENSG00000184634.15"	"MED12"	chrX	+	71137186	71137392	71137186	71137383	71137557	71137635
1073	"ENSG00000198521.11"	"ZNF43"	chr19	-	21845391	21845506	21845429	21845506	21843144	21843326
1074	"ENSG00000138050.14"	"THUMPD2"	chr2	-	39769709	39770119	39769757	39770119	39768423	39768501
1075	"ENSG00000020922.12"	"MRE11A"	chr11	-	94492641	94492906	94492781	94492906	94490832	94490965
1076	"ENSG00000231817.7"	"LINC01198"	chr13	-	46464674	46464819	46464740	46464819	46460944	46461170
1077	"ENSG00000231817.7"	"LINC01198"	chr13	-	46460944	46461170	46460989	46461170	46457839	46457913
1078	"ENSG00000211456.10"	"SACM1L"	chr3	+	45689458	45689545	45689458	45689497	45703437	45703535
1079	"ENSG00000011243.17"	"AKAP8L"	chr19	-	15403652	15403715	15403657	15403715	15403474	15403555
1080	"ENSG00000011243.17"	"AKAP8L"	chr19	-	15403474	15403715	15403657	15403715	15401149	15401603
1081	"ENSG00000011243.17"	"AKAP8L"	chr19	-	15398629	15399410	15399301	15399410	15397713	15397855
1082	"ENSG00000158816.15"	"VWA5B1"	chr1	+	20303080	20303349	20303080	20303212	20310575	20310740
1083	"ENSG00000185100.10"	"ADSSL1"	chr14	+	104729733	104730213	104729733	104729895	104735019	104735122
1084	"ENSG00000080572.12"	"PIH1D3"	chrX	+	107207147	107207426	107207147	107207422	107212872	107213028
1085	"ENSG00000130475.14"	"FCHO1"	chr19	+	17754591	17754758	17754591	17754621	17755117	17755191
1086	"ENSG00000130475.14"	"FCHO1"	chr19	+	17754316	17754466	17754316	17754361	17754591	17754758
1087	"ENSG00000054654.15"	"SYNE2"	chr14	+	64212810	64213005	64212810	64212954	64214193	64214470
1088	"ENSG00000054654.15"	"SYNE2"	chr14	+	64137786	64138001	64137786	64137983	64139940	64140073
1089	"ENSG00000117859.18"	"OSBPL9"	chr1	+	51669433	51669814	51669433	51669512	51714002	51714079
1090	"ENSG00000189136.8"	"UBE2Q2P1"	chr15	-	84554960	84555070	84554965	84555070	84546220	84546277
1091	"ENSG00000186038.9"	"HTR3E"	chr3	+	184104181	184104369	184104181	184104291	184104786	184104956
1092	"ENSG00000118961.14"	"LDAH"	chr2	-	20801291	20801465	20801309	20801465	20790254	20790398
1093	"ENSG00000118961.14"	"LDAH"	chr2	-	20801291	20801465	20801309	20801465	20774809	20774979
1094	"ENSG00000232667.10"	"AC004862.6"	chr7	-	80373811	80373887	80373815	80373887	80372126	80372294
1095	"ENSG00000232667.10"	"AC004862.6"	chr7	-	80383902	80384124	80384047	80384124	80380294	80380446
1096	"ENSG00000163913.11"	"IFT122"	chr3	+	129451913	129451998	129451913	129451972	129461227	129461304
1097	"ENSG00000106714.17"	"CNTNAP3"	chr9	-	39103713	39103914	39103743	39103914	39102496	39102715
1098	"ENSG00000095539.15"	"SEMA4G"	chr10	+	100980821	100980997	100980821	100980982	100981167	100981229
1099	"ENSG00000166136.15"	"NDUFB8"	chr10	-	100529365	100529506	100529379	100529506	100526974	100527074
1100	"ENSG00000185596.16"	"WASH3P"	chr15	+	101973904	101974106	101973904	101974084	101974194	101974353
1101	"ENSG00000120948.15"	"TARDBP"	chr1	+	11022123	11022250	11022123	11022241	11023192	11023329
1102	"ENSG00000213983.11"	"AP1G2"	chr14	-	23567596	23567783	23567738	23567783	23567110	23567319
1103	"ENSG00000213983.11"	"AP1G2"	chr14	-	23567110	23567319	23567236	23567319	23566277	23566419
1104	"ENSG00000213983.11"	"AP1G2"	chr14	-	23565815	23566160	23566063	23566160	23565605	23565701
1105	"ENSG00000006283.17"	"CACNA1G"	chr17	+	50617858	50617929	50617858	50617908	50618096	50618126
1106	"ENSG00000006283.17"	"CACNA1G"	chr17	+	50607826	50608040	50607826	50608019	50609881	50609935
1107	"ENSG00000006283.17"	"CACNA1G"	chr17	+	50607826	50608040	50607826	50608019	50615360	50615512
1108	"ENSG00000006283.17"	"CACNA1G"	chr17	+	50617858	50617929	50617858	50617908	50618047	50618126
1109	"ENSG00000127415.12"	"IDUA"	chr4	+	1003548	1003629	1003548	1003625	1004011	1004112
1110	"ENSG00000127415.12"	"IDUA"	chr4	+	987808	987949	987808	987911	1000611	1000697
1111	"ENSG00000151062.14"	"CACNA2D4"	chr12	-	1801042	1801118	1801048	1801118	1800385	1800438
1112	"ENSG00000237524.8"	"AC114783.1"	chr2	+	126901209	126901282	126901209	126901278	126901868	126902097
1113	"ENSG00000237524.8"	"AC114783.1"	chr2	+	126901209	126901282	126901209	126901278	126901364	126901404
1114	"ENSG00000114850.6"	"SSR3"	chr3	-	156544293	156544439	156544307	156544439	156543003	156543269
1115	"ENSG00000114850.6"	"SSR3"	chr3	-	156548865	156549003	156548904	156549003	156544307	156544439
1116	"ENSG00000270011.6"	"ZNF559-ZNF177"	chr19	+	9337795	9338017	9337795	9337858	9338493	9338582
1117	"ENSG00000159256.12"	"MORC3"	chr21	+	36375142	36375308	36375142	36375218	36377409	36377507
1118	"ENSG00000070081.15"	"NUCB2"	chr11	+	17276740	17276848	17276740	17276828	17282788	17282943
1119	"ENSG00000167107.12"	"ACSF2"	chr17	+	50461241	50461370	50461241	50461287	50461632	50461686
1120	"ENSG00000170037.13"	"CNTROB"	chr17	+	7948486	7948685	7948486	7948619	7949084	7949157
1121	"ENSG00000170037.13"	"CNTROB"	chr17	+	7944122	7944638	7944122	7944248	7945727	7945986
1122	"ENSG00000114867.20"	"EIF4G1"	chr3	+	184325850	184325957	184325850	184325951	184326526	184326629
1123	"ENSG00000105717.13"	"PBX4"	chr19	-	19570098	19570299	19570108	19570299	19569448	19569584
1124	"ENSG00000105717.13"	"PBX4"	chr19	-	19570585	19570833	19570686	19570833	19570108	19570299
1125	"ENSG00000154545.16"	"MAGED4"	chrX	+	52191430	52191873	52191430	52191861	52192056	52192268
1126	"ENSG00000172239.13"	"PAIP1"	chr5	-	43529785	43529879	43529796	43529879	43527092	43527469
1127	"ENSG00000267206.5"	"LCN6"	chr9	-	136745612	136745851	136745633	136745851	136745169	136745280
1128	"ENSG00000189376.11"	"C8orf76"	chr8	-	123231299	123231757	123231721	123231757	123226499	123226632
1129	"ENSG00000108312.14"	"UBTF"	chr17	-	44207698	44207770	44207702	44207770	44207453	44207597
1130	"ENSG00000138434.16"	"SSFA2"	chr2	+	181915215	181917005	181915215	181916427	181918597	181918675
1131	"ENSG00000140368.12"	"PSTPIP1"	chr15	+	77028553	77028652	77028553	77028643	77029528	77029574
1132	"ENSG00000140368.12"	"PSTPIP1"	chr15	+	77032297	77032428	77032297	77032394	77032861	77032952
1133	"ENSG00000123560.13"	"PLP1"	chrX	+	103786464	103786726	103786464	103786621	103787797	103787966
1134	"ENSG00000228863.8"	"RP11-404F10.2"	chr1	+	160683598	160683785	160683598	160683695	160684954	160685101
1135	"ENSG00000250462.8"	"LRRC37BP1"	chr17	+	30631754	30632099	30631754	30631895	30633097	30633390
1136	"ENSG00000005801.16"	"ZNF195"	chr11	-	3370942	3371070	3370974	3371070	3361742	3361889
1137	"ENSG00000138162.18"	"TACC2"	chr10	+	122088477	122088738	122088477	122088591	122132608	122132734
1138	"ENSG00000138162.18"	"TACC2"	chr10	+	122216626	122216921	122216626	122216828	122224725	122224787
1139	"ENSG00000138698.14"	"RAP1GDS1"	chr4	+	98343138	98343319	98343138	98343261	98352475	98352601
1140	"ENSG00000134812.7"	"GIF"	chr11	-	59845260	59845499	59845374	59845499	59843878	59844055
1141	"ENSG00000214725.8"	"CDIPT-AS1"	chr16	+	29865159	29865237	29865159	29865193	29865355	29865442
1142	"ENSG00000196704.11"	"AMZ2"	chr17	+	68250187	68250967	68250187	68250470	68251049	68251178
1143	"ENSG00000042980.12"	"ADAM28"	chr8	+	24343505	24343588	24343505	24343584	24349863	24349972
1144	"ENSG00000078114.18"	"NEBL"	chr10	-	20817597	20817692	20817599	20817692	20815624	20815717
1145	"ENSG00000078114.18"	"NEBL"	chr10	-	20818703	20819516	20819423	20819516	20817599	20817692
1146	"ENSG00000168002.11"	"POLR2G"	chr11	+	62761794	62762184	62761794	62761904	62762866	62763026
1147	"ENSG00000103024.7"	"NME3"	chr16	-	1771268	1771410	1771279	1771410	1771069	1771171
1148	"ENSG00000103024.7"	"NME3"	chr16	-	1771279	1771410	1771304	1771410	1771069	1771191
1149	"ENSG00000105948.13"	"TTC26"	chr7	+	139134654	139134792	139134654	139134721	139137846	139137939
1150	"ENSG00000144061.12"	"NPHP1"	chr2	-	110164519	110164730	110164687	110164730	110163047	110163135
1151	"ENSG00000144061.12"	"NPHP1"	chr2	-	110164519	110164730	110164687	110164730	110163047	110163132
1152	"ENSG00000173846.12"	"PLK3"	chr1	+	44804338	44804779	44804338	44804501	44805265	44805379
1153	"ENSG00000128973.12"	"CLN6"	chr15	-	68211555	68211863	68211674	68211863	68211262	68211318
1154	"ENSG00000128973.12"	"CLN6"	chr15	-	68211648	68211863	68211674	68211863	68211262	68211318
1155	"ENSG00000128973.12"	"CLN6"	chr15	-	68211555	68211863	68211648	68211863	68211262	68211318
1156	"ENSG00000156170.12"	"NDUFAF6"	chr8	+	95031994	95032098	95031994	95032094	95035453	95035576
1157	"ENSG00000076108.11"	"BAZ2A"	chr12	-	56601179	56601402	56601245	56601402	56600942	56601098
1158	"ENSG00000117481.10"	"NSUN4"	chr1	+	46344800	46345144	46344800	46344962	46346920	46347075
1159	"ENSG00000179115.10"	"FARSA"	chr19	-	12928534	12928663	12928572	12928663	12928341	12928457
1160	"ENSG00000149564.11"	"ESAM"	chr11	-	124754629	124754763	124754640	124754763	124754213	124754340
1161	"ENSG00000128513.14"	"POT1"	chr7	-	124827200	124827305	124827213	124827305	124825251	124825357
1162	"ENSG00000154269.14"	"ENPP3"	chr6	+	131674161	131674410	131674161	131674281	131675079	131675189
1163	"ENSG00000112874.9"	"NUDT12"	chr5	-	103560042	103560254	103560096	103560254	103558878	103559468
1164	"ENSG00000242973.6"	"RP11-446F17.3"	chr6	-	46687599	46687800	46687674	46687800	46670443	46670585
1165	"ENSG00000160323.18"	"ADAMTS13"	chr9	+	133455284	133455603	133455284	133455435	133456068	133456215
1166	"ENSG00000111325.16"	"OGFOD2"	chr12	+	122976870	122977166	122976870	122976963	122978324	122978569
1167	"ENSG00000111325.16"	"OGFOD2"	chr12	+	122977980	122978199	122977980	122978091	122978359	122978569
1168	"ENSG00000111325.16"	"OGFOD2"	chr12	+	122975810	122976767	122975810	122975867	122976870	122976970
1169	"ENSG00000126351.12"	"THRA"	chr17	+	40062192	40062548	40062192	40062451	40074191	40074541
1170	"ENSG00000175866.15"	"BAIAP2"	chr17	+	81053667	81053743	81053667	81053739	81057880	81057967
1171	"ENSG00000175866.15"	"BAIAP2"	chr17	+	81053667	81053791	81053667	81053743	81057880	81057967
1172	"ENSG00000175866.15"	"BAIAP2"	chr17	+	81053667	81053791	81053667	81053739	81057880	81057967
1173	"ENSG00000175866.15"	"BAIAP2"	chr17	+	81085653	81085725	81085653	81085715	81086442	81086580
1174	"ENSG00000128463.12"	"EMC4"	chr15	+	34225535	34225658	34225535	34225650	34227692	34227846
1175	"ENSG00000163848.19"	"ZNF148"	chr3	-	125323308	125323444	125323387	125323444	125313307	125313656
1176	"ENSG00000223745.7"	"CCDC18-AS1"	chr1	-	93337376	93339274	93339155	93339274	93326601	93326662
1177	"ENSG00000140553.16"	"UNC45A"	chr15	+	90935284	90935375	90935284	90935330	90935543	90935705
1178	"ENSG00000149084.12"	"HSD17B12"	chr11	+	43680794	43681183	43680794	43680987	43750910	43750957
1179	"ENSG00000102125.15"	"TAZ"	chrX	+	154413206	154413339	154413206	154413252	154413481	154413567
1180	"ENSG00000102125.15"	"TAZ"	chrX	+	154413206	154413370	154413206	154413252	154413481	154413567
1181	"ENSG00000102125.15"	"TAZ"	chrX	+	154413206	154413358	154413206	154413252	154413481	154413567
1182	"ENSG00000102125.15"	"TAZ"	chrX	+	154413206	154413352	154413206	154413252	154413481	154413567
1183	"ENSG00000102125.15"	"TAZ"	chrX	+	154413206	154413370	154413206	154413339	154413481	154413567
1184	"ENSG00000102125.15"	"TAZ"	chrX	+	154413206	154413358	154413206	154413339	154413481	154413567
1185	"ENSG00000102125.15"	"TAZ"	chrX	+	154413206	154413352	154413206	154413339	154413481	154413567
1186	"ENSG00000102125.15"	"TAZ"	chrX	+	154413206	154413370	154413206	154413358	154413481	154413567
1187	"ENSG00000102125.15"	"TAZ"	chrX	+	154413206	154413370	154413206	154413352	154413481	154413567
1188	"ENSG00000102125.15"	"TAZ"	chrX	+	154413206	154413358	154413206	154413352	154413481	154413567
1189	"ENSG00000102125.15"	"TAZ"	chrX	+	154419542	154419746	154419542	154419623	154420031	154420094
1190	"ENSG00000102125.15"	"TAZ"	chrX	+	154411555	154412006	154411555	154411952	154412085	154412214
1191	"ENSG00000241469.7"	"LINC00635"	chr3	-	107876434	107876531	107876454	107876531	107876129	107876186
1192	"ENSG00000086189.9"	"DIMT1"	chr5	-	62398428	62398560	62398510	62398560	62394483	62394607
1193	"ENSG00000227195.9"	"MIR663AHG"	chr20	-	26192128	26192232	26192132	26192232	26191670	26191763
1194	"ENSG00000227195.9"	"MIR663AHG"	chr20	-	26194297	26194444	26194385	26194444	26192132	26192232
1195	"ENSG00000227195.9"	"MIR663AHG"	chr20	-	26209146	26209222	26209162	26209222	26199448	26199523
1196	"ENSG00000106638.15"	"TBL2"	chr7	-	73578419	73578791	73578742	73578791	73574382	73574513
1197	"ENSG00000106638.15"	"TBL2"	chr7	-	73573937	73574122	73573960	73574122	73573319	73573471
1198	"ENSG00000182511.11"	"FES"	chr15	+	90885036	90885585	90885036	90885258	90886960	90887057
1199	"ENSG00000135838.13"	"NPL"	chr1	+	182806144	182806531	182806144	182806232	182812155	182812213
1200	"ENSG00000105655.18"	"ISYNA1"	chr19	-	18437598	18437988	18437859	18437988	18436972	18437105
1201	"ENSG00000105655.18"	"ISYNA1"	chr19	-	18435247	18435483	18435265	18435483	18434820	18435117
1202	"ENSG00000117118.9"	"SDHB"	chr1	-	17028599	17028736	17028653	17028736	17027748	17027865
1203	"ENSG00000115459.17"	"ELMOD3"	chr2	+	85355554	85355896	85355554	85355598	85356966	85357252
1204	"ENSG00000115459.17"	"ELMOD3"	chr2	+	85355554	85355896	85355554	85355784	85356966	85357252
1205	"ENSG00000115459.17"	"ELMOD3"	chr2	+	85355554	85355896	85355554	85355716	85356966	85357252
1206	"ENSG00000115459.17"	"ELMOD3"	chr2	+	85355554	85355784	85355554	85355598	85356966	85357252
1207	"ENSG00000115459.17"	"ELMOD3"	chr2	+	85355554	85355716	85355554	85355598	85356966	85357252
1208	"ENSG00000115459.17"	"ELMOD3"	chr2	+	85355554	85355784	85355554	85355716	85356966	85357252
1209	"ENSG00000115459.17"	"ELMOD3"	chr2	+	85371085	85371562	85371085	85371209	85377343	85377474
1210	"ENSG00000130713.15"	"EXOSC2"	chr9	+	130697581	130698251	130697581	130697627	130699328	130699394
1211	"ENSG00000242173.8"	"ARHGDIG"	chr16	+	282296	282373	282296	282355	282466	282530
1212	"ENSG00000215301.9"	"DDX3X"	chrX	+	41333347	41334297	41333347	41333783	41337407	41337465
1213	"ENSG00000215301.9"	"DDX3X"	chrX	+	41357832	41358000	41357832	41357939	41364273	41364472
1214	"ENSG00000215301.9"	"DDX3X"	chrX	+	41357832	41357990	41357832	41357939	41364273	41364472
1215	"ENSG00000215301.9"	"DDX3X"	chrX	+	41357832	41358000	41357832	41357990	41364273	41364472
1216	"ENSG00000091592.15"	"NLRP1"	chr17	-	5533291	5533384	5533303	5533384	5532821	5532984
1217	"ENSG00000174547.13"	"MRPL11"	chr11	-	66438631	66438848	66438709	66438848	66438163	66438259
1218	"ENSG00000109756.8"	"RAPGEF2"	chr4	+	159351058	159351181	159351058	159351133	159352684	159352910
1219	"ENSG00000007923.15"	"DNAJC11"	chr1	-	6638082	6638364	6638294	6638364	6637446	6637504
1220	"ENSG00000026297.15"	"RNASET2"	chr6	-	166948565	166948625	166948569	166948625	166946681	166946739
1221	"ENSG00000021776.10"	"AQR"	chr15	-	34906518	34906712	34906544	34906712	34904335	34904505
1222	"ENSG00000140332.15"	"TLE3"	chr15	-	70058149	70058291	70058158	70058291	70057458	70057658
1223	"ENSG00000140332.15"	"TLE3"	chr15	-	70058158	70058291	70058185	70058291	70057458	70057658
