ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
1383	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170343458	170343656	170343458	170343637	170344340	170344438
1384	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170344798	170345132	170344798	170344933	170350461	170350644
1385	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170344798	170345215	170344798	170345132	170350461	170350644
1386	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170346177	170346405	170346177	170346242	170350461	170350644
1387	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170344798	170345215	170344798	170344933	170350461	170350644
1388	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170347951	170348125	170347951	170348099	170350461	170350644
1389	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170341188	170341429	170341188	170341425	170343458	170343656
1390	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170337848	170338176	170337848	170337948	170343458	170343656
1391	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170337848	170337948	170337848	170337913	170343458	170343656
1392	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170337848	170338176	170337848	170337913	170343458	170343656
1393	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170343458	170343637	170343458	170343558	170344798	170344883
1394	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170337848	170338176	170337848	170337913	170340166	170340490
1395	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170337848	170338176	170337848	170337948	170340166	170340490
1396	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170337848	170337948	170337848	170337913	170340166	170340490
1397	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170343458	170343656	170343458	170343555	170344798	170344928
1398	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170343458	170343637	170343458	170343555	170344798	170344928
1399	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170344340	170344438	170344340	170344381	170344798	170344928
1400	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170340166	170340490	170340166	170340421	170341188	170341410
1401	"ENSG00000233527.8"	"ZNF529-AS1"	chr19	+	36594400	36594708	36594441	36594708	36594155	36594299
1402	"ENSG00000090686.15"	"USP48"	chr1	-	21706743	21706907	21706743	21706868	21715388	21715457
1403	"ENSG00000090686.15"	"USP48"	chr1	-	21721035	21721166	21721035	21721163	21721649	21721764
1404	"ENSG00000090686.15"	"USP48"	chr1	-	21729703	21729832	21729703	21729829	21736445	21736625
1405	"ENSG00000173653.7"	"RCE1"	chr11	+	66843955	66844039	66843959	66844039	66843758	66843861
1406	"ENSG00000240021.9"	"TEX35"	chr1	+	178516592	178516674	178516614	178516674	178515858	178515915
1407	"ENSG00000165819.11"	"METTL3"	chr14	-	21501727	21501903	21501727	21501824	21503172	21503577
1408	"ENSG00000185507.19"	"IRF7"	chr11	-	614475	614534	614475	614531	614796	615007
1409	"ENSG00000185507.19"	"IRF7"	chr11	-	614796	615007	614796	614984	615096	615259
1410	"ENSG00000196557.11"	"CACNA1H"	chr16	+	1218969	1219130	1219002	1219130	1218209	1218651
1411	"ENSG00000181513.14"	"ACBD4"	chr17	+	45137721	45137830	45137759	45137830	45137367	45137454
1412	"ENSG00000181513.14"	"ACBD4"	chr17	+	45137912	45137988	45137922	45137988	45137759	45137830
1413	"ENSG00000181513.14"	"ACBD4"	chr17	+	45136499	45136776	45136691	45136776	45136107	45136232
1414	"ENSG00000175931.12"	"UBE2O"	chr17	-	76397798	76397891	76397798	76397888	76398254	76398383
1415	"ENSG00000123384.13"	"LRP1"	chr12	+	57148980	57150059	57149679	57150059	57145226	57145490
1416	"ENSG00000179152.19"	"TCAIM"	chr3	+	44367455	44367708	44367531	44367708	44361364	44361518
1417	"ENSG00000145868.16"	"FBXO38"	chr5	+	148398998	148399132	148399014	148399132	148394711	148394904
1418	"ENSG00000130822.15"	"PNCK"	chrX	-	153672565	153672697	153672565	153672666	153673008	153673078
1419	"ENSG00000130822.15"	"PNCK"	chrX	-	153672565	153672784	153672565	153672697	153673008	153673078
1420	"ENSG00000130822.15"	"PNCK"	chrX	-	153672565	153672784	153672565	153672666	153673008	153673078
1421	"ENSG00000130822.15"	"PNCK"	chrX	-	153672125	153672220	153672125	153672200	153672565	153672697
1422	"ENSG00000130822.15"	"PNCK"	chrX	-	153669732	153670130	153669732	153670126	153670449	153670594
1423	"ENSG00000167291.15"	"TBC1D16"	chr17	-	79949716	79949865	79949716	79949823	79950410	79950575
1424	"ENSG00000167291.15"	"TBC1D16"	chr17	-	79950410	79950578	79950410	79950575	79951449	79951597
1425	"ENSG00000101773.17"	"RBBP8"	chr18	+	22989220	22989318	22989271	22989318	22984885	22984990
1426	"ENSG00000101773.17"	"RBBP8"	chr18	+	23001570	23001729	23001585	23001729	22997619	22997734
1427	"ENSG00000185359.12"	"HGS"	chr17	+	81695785	81695999	81695938	81695999	81695163	81695223
1428	"ENSG00000185359.12"	"HGS"	chr17	+	81688703	81688827	81688751	81688827	81687002	81687095
1429	"ENSG00000178104.19"	"PDE4DIP"	chr1	+	149031943	149033016	149031999	149033016	149030231	149030278
1430	"ENSG00000178104.19"	"PDE4DIP"	chr1	+	148992254	148993882	148993484	148993882	148991884	148991973
1431	"ENSG00000178104.19"	"PDE4DIP"	chr1	+	148929196	148931923	148931799	148931923	148889783	148889894
1432	"ENSG00000178104.19"	"PDE4DIP"	chr1	+	149003610	149003730	149003613	149003730	149002849	149003042
1433	"ENSG00000178104.19"	"PDE4DIP"	chr1	+	148866410	148866532	148866413	148866532	148863249	148863305
1434	"ENSG00000188770.9"	"OPTC"	chr1	+	203498680	203498839	203498746	203498839	203496976	203497115
1435	"ENSG00000119718.10"	"EIF2B2"	chr14	+	75005840	75005961	75005865	75005961	75004736	75004900
1436	"ENSG00000119718.10"	"EIF2B2"	chr14	+	75005840	75005961	75005896	75005961	75004736	75004900
1437	"ENSG00000119718.10"	"EIF2B2"	chr14	+	75005865	75005961	75005896	75005961	75004736	75004900
1438	"ENSG00000156858.11"	"PRR14"	chr16	+	30655350	30655420	30655367	30655420	30654628	30655214
1439	"ENSG00000134258.16"	"VTCN1"	chr1	-	117156573	117157011	117156573	117156921	117170106	117170171
1440	"ENSG00000196182.10"	"STK40"	chr1	-	36358736	36358837	36358736	36358822	36361220	36361340
1441	"ENSG00000168256.17"	"NKIRAS2"	chr17	+	42022375	42022640	42022398	42022640	42021563	42021671
1442	"ENSG00000168256.17"	"NKIRAS2"	chr17	+	42022564	42022640	42022569	42022640	42022398	42022472
1443	"ENSG00000077463.14"	"SIRT6"	chr19	-	4175027	4175760	4175027	4175151	4175841	4175937
1444	"ENSG00000077463.14"	"SIRT6"	chr19	-	4175027	4175151	4175027	4175111	4175679	4175760
1445	"ENSG00000166959.7"	"MS4A8"	chr11	+	60703277	60703500	60703377	60703500	60700859	60701079
1446	"ENSG00000117602.11"	"RCAN3"	chr1	+	24533082	24533254	24533112	24533254	24531217	24531391
1447	"ENSG00000102977.13"	"ACD"	chr16	-	67657985	67658362	67657985	67658028	67658554	67658641
1448	"ENSG00000102977.13"	"ACD"	chr16	-	67657761	67657853	67657761	67657814	67657985	67658362
1449	"ENSG00000167377.17"	"ZNF23"	chr16	-	71454041	71454218	71454041	71454168	71456071	71456121
1450	"ENSG00000102901.12"	"CENPT"	chr16	-	67832011	67832136	67832011	67832108	67832227	67832315
1451	"ENSG00000102901.12"	"CENPT"	chr16	-	67831753	67831890	67831753	67831840	67832011	67832108
1452	"ENSG00000102901.12"	"CENPT"	chr16	-	67835171	67835300	67835171	67835295	67835537	67835658
1453	"ENSG00000102901.12"	"CENPT"	chr16	-	67828473	67828605	67828473	67828578	67828666	67828843
1454	"ENSG00000102901.12"	"CENPT"	chr16	-	67828473	67828578	67828473	67828559	67828666	67828843
1455	"ENSG00000102901.12"	"CENPT"	chr16	-	67828473	67828605	67828473	67828559	67828666	67828843
1456	"ENSG00000102901.12"	"CENPT"	chr16	-	67832227	67832350	67832227	67832315	67832454	67832545
1457	"ENSG00000102901.12"	"CENPT"	chr16	-	67832227	67832354	67832227	67832315	67832454	67832545
1458	"ENSG00000102901.12"	"CENPT"	chr16	-	67832227	67832354	67832227	67832350	67832454	67832545
1459	"ENSG00000112242.14"	"E2F3"	chr6	+	20481205	20481425	20481223	20481425	20479845	20479957
1460	"ENSG00000086666.18"	"ZFAND6"	chr15	+	80121711	80121820	80121747	80121820	80120327	80120498
1461	"ENSG00000100227.17"	"POLDIP3"	chr22	-	42595536	42595614	42595536	42595603	42596185	42596365
1462	"ENSG00000100227.17"	"POLDIP3"	chr22	-	42601969	42602107	42601969	42602056	42602769	42603160
1463	"ENSG00000198851.9"	"CD3E"	chr11	+	118312152	118312866	118312617	118312866	118308426	118308441
1464	"ENSG00000117305.14"	"HMGCL"	chr1	-	23808134	23808323	23808134	23808215	23816674	23816770
1465	"ENSG00000100884.9"	"CPNE6"	chr14	+	24072888	24073104	24072932	24073104	24071526	24071641
1466	"ENSG00000100884.9"	"CPNE6"	chr14	+	24073498	24073678	24073533	24073678	24072932	24073104
1467	"ENSG00000101452.14"	"DHX35"	chr20	+	38988792	38988917	38988812	38988917	38983698	38983776
1468	"ENSG00000198677.10"	"TTC37"	chr5	-	95506933	95507011	95506933	95506992	95509593	95509687
1469	"ENSG00000051108.14"	"HERPUD1"	chr16	+	56935234	56935312	56935241	56935312	56932146	56932391
1470	"ENSG00000051108.14"	"HERPUD1"	chr16	+	56935400	56935475	56935403	56935475	56935234	56935312
1471	"ENSG00000141867.17"	"BRD4"	chr19	-	15268153	15268281	15268153	15268240	15268904	15269042
1472	"ENSG00000007384.15"	"RHBDF1"	chr16	-	62972	63182	62972	63063	63586	63800
1473	"ENSG00000007384.15"	"RHBDF1"	chr16	-	59731	60098	59731	59826	60215	60279
1474	"ENSG00000007384.15"	"RHBDF1"	chr16	-	63586	63922	63586	63800	64698	64829
1475	"ENSG00000213523.10"	"SRA1"	chr5	-	140551060	140552184	140551060	140551169	140557146	140557446
1476	"ENSG00000130561.16"	"SAG"	chr2	+	233320629	233320823	233320702	233320823	233318750	233318795
1477	"ENSG00000130561.16"	"SAG"	chr2	+	233309112	233309264	233309161	233309264	233307815	233308022
1478	"ENSG00000142396.10"	"ERVK3-1"	chr19	+	58312027	58312462	58312196	58312462	58306087	58306216
1479	"ENSG00000142396.10"	"ERVK3-1"	chr19	+	58312165	58312462	58312196	58312462	58306087	58306216
1480	"ENSG00000142396.10"	"ERVK3-1"	chr19	+	58312027	58312462	58312165	58312462	58306087	58306216
1481	"ENSG00000158856.17"	"DMTN"	chr8	+	22066704	22066893	22066837	22066893	22053569	22053786
1482	"ENSG00000158856.17"	"DMTN"	chr8	+	22069015	22069518	22069418	22069518	22067526	22067682
1483	"ENSG00000171617.13"	"ENC1"	chr5	-	74634683	74636498	74634683	74636362	74640306	74641424
1484	"ENSG00000127328.21"	"RAB3IP"	chr12	+	69812777	69813033	69812963	69813033	69801608	69801721
1485	"ENSG00000126883.16"	"NUP214"	chr9	+	131146128	131146304	131146161	131146304	131144279	131144754
1486	"ENSG00000126883.16"	"NUP214"	chr9	+	131144279	131144754	131144567	131144754	131140548	131140710
1487	"ENSG00000146469.12"	"VIP"	chr6	+	152757095	152757184	152757098	152757184	152756133	152756265
1488	"ENSG00000146469.12"	"VIP"	chr6	+	152756133	152756265	152756136	152756265	152755268	152755373
1489	"ENSG00000197363.9"	"ZNF517"	chr8	+	144804124	144804238	144804145	144804238	144803640	144803767
1490	"ENSG00000205302.6"	"SNX2"	chr5	+	122799691	122799855	122799694	122799855	122795265	122795383
1491	"ENSG00000258890.6"	"CEP95"	chr17	+	64514228	64514358	64514247	64514358	64510172	64510280
1492	"ENSG00000141540.10"	"TTYH2"	chr17	+	74250264	74250357	74250268	74250357	74249935	74250028
1493	"ENSG00000127124.14"	"HIVEP3"	chr1	-	41506364	41511266	41506364	41511263	41512815	41513750
1494	"ENSG00000175344.17"	"CHRNA7"	chr15	+	32159568	32159655	32159577	32159655	32158411	32158606
1495	"ENSG00000175344.17"	"CHRNA7"	chr15	+	32158411	32158606	32158483	32158606	32157607	32157775
1496	"ENSG00000175344.17"	"CHRNA7"	chr15	+	32112236	32112363	32112239	32112363	32111789	32111899
1497	"ENSG00000175344.17"	"CHRNA7"	chr15	+	32111789	32111899	32111799	32111899	32101302	32101347
1498	"ENSG00000175344.17"	"CHRNA7"	chr15	+	32111789	32111899	32111826	32111899	32101302	32101347
1499	"ENSG00000175344.17"	"CHRNA7"	chr15	+	32111799	32111899	32111826	32111899	32101302	32101347
1500	"ENSG00000173210.19"	"ABLIM3"	chr5	+	149258290	149260439	149259545	149260439	149252756	149252837
1501	"ENSG00000092853.13"	"CLSPN"	chr1	-	35749632	35749811	35749632	35749652	35751249	35751506
1502	"ENSG00000167550.10"	"RHEBL1"	chr12	-	49069034	49069174	49069034	49069106	49069733	49070025
1503	"ENSG00000204577.11"	"LILRB3"	chr19	-	54218762	54218866	54218762	54218838	54219128	54219245
1504	"ENSG00000204577.11"	"LILRB3"	chr19	-	54217318	54217477	54217318	54217474	54218360	54218413
1505	"ENSG00000227954.6"	"TARID"	chr6	-	133888603	133889212	133888603	133888743	133891686	133892802
1506	"ENSG00000227954.6"	"TARID"	chr6	-	133888603	133889430	133888603	133888743	133891686	133892802
1507	"ENSG00000227954.6"	"TARID"	chr6	-	133888603	133889430	133888603	133889212	133891686	133892802
1508	"ENSG00000183066.14"	"WBP2NL"	chr22	+	42019661	42019803	42019755	42019803	42019310	42019419
1509	"ENSG00000047936.10"	"ROS1"	chr6	-	117387779	117388034	117387779	117387992	117389349	117389846
1510	"ENSG00000047936.10"	"ROS1"	chr6	-	117352989	117353169	117352989	117353166	117356628	117356915
1511	"ENSG00000018189.12"	"RUFY3"	chr4	+	70793764	70793904	70793784	70793904	70789494	70789592
1512	"ENSG00000167244.18"	"IGF2"	chr11	-	2133516	2133674	2133516	2133665	2135366	2135529
1513	"ENSG00000198054.11"	"DSCR8"	chr21	+	38154414	38154529	38154432	38154529	38122311	38122411
1514	"ENSG00000197299.10"	"BLM"	chr15	+	90759980	90760279	90760146	90760279	90754810	90754938
1515	"ENSG00000188010.12"	"MORN2"	chr2	+	38881441	38881578	38881475	38881578	38880599	38880706
1516	"ENSG00000188010.12"	"MORN2"	chr2	+	38880581	38880706	38880599	38880706	38880178	38880229
1517	"ENSG00000165521.15"	"EML5"	chr14	-	88620753	88620926	88620753	88620923	88621112	88621301
1518	"ENSG00000165521.15"	"EML5"	chr14	-	88663030	88663119	88663030	88663114	88664492	88664624
1519	"ENSG00000165521.15"	"EML5"	chr14	-	88688270	88688473	88688270	88688359	88694306	88694407
1520	"ENSG00000137522.17"	"RNF121"	chr11	+	71982760	71982915	71982806	71982915	71960749	71960891
1521	"ENSG00000137101.12"	"CD72"	chr9	-	35615942	35616386	35615942	35616278	35616599	35616689
1522	"ENSG00000118596.11"	"SLC16A7"	chr12	+	59733718	59733831	59733744	59733831	59704771	59705018
1523	"ENSG00000118596.11"	"SLC16A7"	chr12	+	59733715	59733831	59733744	59733831	59704771	59705018
1524	"ENSG00000118596.11"	"SLC16A7"	chr12	+	59733715	59733831	59733718	59733831	59704771	59705018
1525	"ENSG00000118596.11"	"SLC16A7"	chr12	+	59704771	59705018	59704791	59705018	59655151	59655250
1526	"ENSG00000103544.14"	"C16orf62"	chr16	+	19573118	19573241	19573123	19573241	19569423	19569591
1527	"ENSG00000103544.14"	"C16orf62"	chr16	+	19569243	19569591	19569423	19569591	19564850	19564950
1528	"ENSG00000197045.12"	"GMFB"	chr14	-	54480873	54480959	54480873	54480956	54481408	54481458
1529	"ENSG00000197045.12"	"GMFB"	chr14	-	54480873	54480962	54480873	54480941	54481325	54481458
1530	"ENSG00000122966.14"	"CIT"	chr12	-	119718698	119718861	119718698	119718816	119720477	119720585
1531	"ENSG00000122966.14"	"CIT"	chr12	-	119734163	119734406	119734163	119734357	119735159	119735357
1532	"ENSG00000079277.19"	"MKNK1"	chr1	-	46582813	46582923	46582813	46582905	46583227	46583329
1533	"ENSG00000168237.17"	"GLYCTK"	chr3	+	52291744	52291922	52291746	52291922	52290959	52291111
1534	"ENSG00000148396.18"	"SEC16A"	chr9	-	136446854	136447015	136446854	136446949	136447226	136447364
1535	"ENSG00000144857.14"	"BOC"	chr3	+	113285371	113285565	113285438	113285565	113284781	113284858
1536	"ENSG00000144857.14"	"BOC"	chr3	+	113278094	113278257	113278097	113278257	113274374	113274682
1537	"ENSG00000196684.12"	"HSH2D"	chr19	+	16153031	16153208	16153042	16153208	16152551	16152641
1538	"ENSG00000196684.12"	"HSH2D"	chr19	+	16154398	16154491	16154401	16154491	16153042	16153208
1539	"ENSG00000099977.13"	"DDT"	chr22	-	23973103	23973347	23973103	23973343	23973767	23973943
1540	"ENSG00000197746.13"	"PSAP"	chr10	-	71821875	71822016	71821875	71822007	71825836	71825893
1541	"ENSG00000171045.14"	"TSNARE1"	chr8	-	142300485	142300647	142300485	142300644	142314383	142314440
1542	"ENSG00000171045.14"	"TSNARE1"	chr8	-	142315002	142315092	142315002	142315089	142318543	142318634
1543	"ENSG00000103363.14"	"TCEB2"	chr16	-	2775450	2775625	2775450	2775556	2776992	2777127
1544	"ENSG00000115718.17"	"PROC"	chr2	+	127423273	127423408	127423330	127423408	127423033	127423171
1545	"ENSG00000115718.17"	"PROC"	chr2	+	127419921	127420012	127419925	127420012	127418426	127418492
1546	"ENSG00000115718.17"	"PROC"	chr2	+	127421282	127421449	127421317	127421449	127419925	127420012
1547	"ENSG00000237401.6"	"LINC01304"	chr2	-	3959563	3959774	3959563	3959636	3959915	3960297
1548	"ENSG00000140488.15"	"CELF6"	chr15	-	72289137	72289287	72289137	72289284	72289374	72289507
1549	"ENSG00000120451.10"	"SNX19"	chr11	-	130905952	130906133	130905952	130906082	130906624	130906721
1550	"ENSG00000156873.15"	"PHKG2"	chr16	+	30756354	30756520	30756366	30756520	30756181	30756272
1551	"ENSG00000140350.15"	"ANP32A"	chr15	-	68787412	68787535	68787412	68787495	68787769	68787919
1552	"ENSG00000018625.14"	"ATP1A2"	chr1	+	160139892	160139984	160139925	160139984	160139639	160139741
1553	"ENSG00000018625.14"	"ATP1A2"	chr1	+	160136569	160136715	160136620	160136715	160136246	160136370
1554	"ENSG00000261740.6"	"RP11-345J4.5"	chr16	-	29446801	29447026	29446801	29446922	29454015	29454113
1555	"ENSG00000165702.13"	"GFI1B"	chr9	+	132989645	132989907	132989741	132989907	132989060	132989198
1556	"ENSG00000165702.13"	"GFI1B"	chr9	+	132989675	132989907	132989741	132989907	132989060	132989198
1557	"ENSG00000165702.13"	"GFI1B"	chr9	+	132989645	132989907	132989675	132989907	132989060	132989198
1558	"ENSG00000165637.13"	"VDAC2"	chr10	+	75217887	75217991	75217932	75217991	75214020	75214070
1559	"ENSG00000137500.9"	"CCDC90B"	chr11	-	83274638	83274763	83274638	83274740	83278725	83278829
1560	"ENSG00000138363.14"	"ATIC"	chr2	+	215325179	215325329	215325240	215325329	215319664	215319731
1561	"ENSG00000138363.14"	"ATIC"	chr2	+	215318130	215318233	215318156	215318233	215312497	215312624
1562	"ENSG00000164294.13"	"GPX8"	chr5	+	55160993	55161255	55161051	55161255	55160329	55160396
1563	"ENSG00000142530.10"	"FAM71E1"	chr19	-	50475324	50475503	50475324	50475455	50475832	50475933
1564	"ENSG00000142530.10"	"FAM71E1"	chr19	-	50467621	50467829	50467621	50467732	50475324	50475455
1565	"ENSG00000110321.15"	"EIF4G2"	chr11	-	10799551	10799756	10799551	10799609	10800089	10800348
1566	"ENSG00000110321.15"	"EIF4G2"	chr11	-	10805906	10806047	10805906	10806010	10807254	10807381
1567	"ENSG00000142945.12"	"KIF2C"	chr1	+	44750308	44750564	44750441	44750564	44747651	44747700
1568	"ENSG00000136478.7"	"TEX2"	chr17	-	64188167	64188436	64188167	64188415	64193558	64193889
1569	"ENSG00000136478.7"	"TEX2"	chr17	-	64154841	64154967	64154841	64154961	64160800	64160933
1570	"ENSG00000141994.15"	"DUS3L"	chr19	-	5786748	5786919	5786748	5786845	5787060	5787171
1571	"ENSG00000101336.12"	"HCK"	chr20	+	32073715	32073818	32073718	32073818	32073318	32073361
1572	"ENSG00000181045.14"	"SLC26A11"	chr17	+	80223251	80223337	80223290	80223337	80221547	80221794
1573	"ENSG00000181045.14"	"SLC26A11"	chr17	+	80221417	80221794	80221547	80221794	80220437	80220496
1574	"ENSG00000181045.14"	"SLC26A11"	chr17	+	80220915	80221115	80220918	80221115	80220437	80220496
1575	"ENSG00000181045.14"	"SLC26A11"	chr17	+	80221547	80221794	80221755	80221794	80220915	80221115
1576	"ENSG00000141968.7"	"VAV1"	chr19	+	6829785	6829918	6829872	6829918	6828814	6828900
1577	"ENSG00000155096.13"	"AZIN1"	chr8	-	102849998	102850165	102849998	102850144	102858012	102858150
1578	"ENSG00000111215.11"	"PRR4"	chr12	-	10847044	10847367	10847044	10847194	10848371	10848407
1579	"ENSG00000111215.11"	"PRR4"	chr12	-	10847044	10847367	10847044	10847135	10848371	10848407
1580	"ENSG00000111215.11"	"PRR4"	chr12	-	10847044	10847194	10847044	10847135	10848371	10848407
1581	"ENSG00000103855.17"	"CD276"	chr15	+	73702254	73702593	73702379	73702593	73699585	73699718
1582	"ENSG00000103855.17"	"CD276"	chr15	+	73708338	73708473	73708362	73708473	73704175	73704472
1583	"ENSG00000266967.6"	"AARSD1"	chr17	-	42956403	42956560	42956403	42956504	42957137	42957195
1584	"ENSG00000266967.6"	"AARSD1"	chr17	-	42962174	42962295	42962174	42962272	42964105	42964237
1585	"ENSG00000197635.9"	"DPP4"	chr2	-	162047402	162047501	162047402	162047498	162073398	162073486
1586	"ENSG00000204683.10"	"C10orf113"	chr10	-	21125762	21126158	21125762	21126123	21146341	21146559
1587	"ENSG00000167767.13"	"KRT80"	chr12	-	52168995	52171557	52168995	52171522	52171657	52171713
1588	"ENSG00000140527.14"	"WDR93"	chr15	+	89733005	89733219	89733089	89733219	89731442	89731562
1589	"ENSG00000172425.10"	"TTC36"	chr11	+	118528602	118528791	118528625	118528791	118527921	118528056
1590	"ENSG00000156802.12"	"ATAD2"	chr8	-	123369820	123370024	123369820	123370022	123370902	123370990
1591	"ENSG00000156802.12"	"ATAD2"	chr8	-	123349284	123349444	123349284	123349421	123356388	123356477
1592	"ENSG00000116918.13"	"TSNAX"	chr1	+	231542459	231542611	231542480	231542611	231537212	231537327
1593	"ENSG00000163785.12"	"RYK"	chr3	-	134191848	134191983	134191848	134191974	134195081	134195182
1594	"ENSG00000167701.13"	"GPT"	chr8	+	144504770	144504879	144504808	144504879	144504603	144504693
1595	"ENSG00000130997.16"	"POLN"	chr4	-	2241519	2241790	2241519	2241781	2242050	2242121
1596	"ENSG00000088367.21"	"EPB41L1"	chr20	+	36214356	36214440	36214359	36214440	36212271	36212376
1597	"ENSG00000100813.14"	"ACIN1"	chr14	-	23064104	23064257	23064104	23064221	23064354	23064485
1598	"ENSG00000100813.14"	"ACIN1"	chr14	-	23064354	23064488	23064354	23064485	23065965	23066008
1599	"ENSG00000012171.18"	"SEMA3B"	chr3	+	50273743	50273828	50273758	50273828	50273534	50273646
1600	"ENSG00000012171.18"	"SEMA3B"	chr3	+	50273912	50274057	50273915	50274057	50273758	50273828
1601	"ENSG00000147789.15"	"ZNF7"	chr8	+	144837390	144837507	144837393	144837507	144829477	144829604
1602	"ENSG00000147789.15"	"ZNF7"	chr8	+	144829444	144829604	144829477	144829604	144829042	144829090
1603	"ENSG00000147789.15"	"ZNF7"	chr8	+	144829426	144829604	144829477	144829604	144829042	144829090
1604	"ENSG00000147789.15"	"ZNF7"	chr8	+	144829477	144829604	144829522	144829604	144829042	144829090
1605	"ENSG00000147789.15"	"ZNF7"	chr8	+	144829426	144829604	144829444	144829604	144829042	144829090
1606	"ENSG00000147789.15"	"ZNF7"	chr8	+	144829444	144829604	144829522	144829604	144829042	144829090
1607	"ENSG00000147789.15"	"ZNF7"	chr8	+	144829426	144829604	144829522	144829604	144829042	144829090
1608	"ENSG00000146839.18"	"ZAN"	chr7	+	100793819	100794258	100794119	100794258	100792404	100792544
1609	"ENSG00000102890.14"	"ELMO3"	chr16	+	67201384	67201435	67201408	67201435	67200889	67200968
1610	"ENSG00000228106.5"	"RP11-452F19.3"	chr1	+	222836922	222837384	222836995	222837384	222835118	222835215
1611	"ENSG00000203705.10"	"TATDN3"	chr1	+	212815012	212815597	212815046	212815597	212812226	212812328
1612	"ENSG00000203705.10"	"TATDN3"	chr1	+	212812226	212812328	212812247	212812328	212807735	212807848
1613	"ENSG00000203705.10"	"TATDN3"	chr1	+	212812247	212812328	212812250	212812328	212807735	212807848
1614	"ENSG00000203705.10"	"TATDN3"	chr1	+	212812226	212812328	212812250	212812328	212807735	212807848
1615	"ENSG00000012504.13"	"NR1H4"	chr12	+	100536506	100536610	100536511	100536610	100534889	100535023
1616	"ENSG00000100731.15"	"PCNX1"	chr14	+	71012984	71013202	71012999	71013202	71011491	71011549
1617	"ENSG00000182329.11"	"KIAA2012"	chr2	+	202113335	202113446	202113338	202113446	202109612	202109789
1618	"ENSG00000187821.8"	"HELT"	chr4	+	185019623	185019843	185019746	185019843	185019386	185019491
1619	"ENSG00000133872.13"	"SARAF"	chr8	-	30065987	30066139	30065987	30066067	30066776	30066918
1620	"ENSG00000129354.11"	"AP1M2"	chr19	-	10579715	10579864	10579715	10579858	10581265	10581392
1621	"ENSG00000129354.11"	"AP1M2"	chr19	-	10572670	10573088	10572670	10572895	10574416	10574492
1622	"ENSG00000105053.10"	"VRK3"	chr19	-	50009235	50009385	50009235	50009289	50016023	50016163
1623	"ENSG00000164970.14"	"FAM219A"	chr9	-	34398183	34401122	34398183	34401119	34401665	34401720
1624	"ENSG00000197168.11"	"NEK5"	chr13	-	52101932	52102014	52101932	52102001	52102091	52102292
1625	"ENSG00000189308.10"	"LIN54"	chr4	-	82970326	82970469	82970326	82970465	82978882	82979006
1626	"ENSG00000170248.13"	"PDCD6IP"	chr3	+	33828837	33828969	33828852	33828969	33826479	33826580
1627	"ENSG00000170734.11"	"POLH"	chr6	+	43613659	43615660	43613730	43615660	43610553	43610723
1628	"ENSG00000177542.10"	"SLC25A22"	chr11	-	794986	795169	794986	795164	795339	795419
1629	"ENSG00000177542.10"	"SLC25A22"	chr11	-	794457	794588	794457	794513	794775	794901
1630	"ENSG00000182621.17"	"PLCB1"	chr20	+	8649373	8649449	8649393	8649449	8647899	8647953
1631	"ENSG00000244355.7"	"LY6G6D"	chr6	+	31717459	31717804	31717580	31717804	31715501	31715624
1632	"ENSG00000142515.14"	"KLK3"	chr19	+	50858028	50858315	50858157	50858315	50856239	50856399
1633	"ENSG00000160408.14"	"ST6GALNAC6"	chr9	-	127885321	127886788	127885321	127886784	127887483	127887591
1634	"ENSG00000160408.14"	"ST6GALNAC6"	chr9	-	127894511	127894691	127894511	127894629	127896241	127896332
1635	"ENSG00000172575.11"	"RASGRP1"	chr15	-	38498793	38499184	38498793	38498946	38500102	38500139
1636	"ENSG00000084444.13"	"FAM234B"	chr12	+	13079788	13080009	13079831	13080009	13076025	13076143
1637	"ENSG00000141959.16"	"PFKL"	chr21	+	44325731	44326060	44325960	44326060	44325152	44325264
1638	"ENSG00000100280.16"	"AP1B1"	chr22	-	29334264	29334410	29334264	29334350	29338989	29339133
1639	"ENSG00000113073.14"	"SLC4A9"	chr5	+	140363727	140363902	140363760	140363902	140363438	140363555
1640	"ENSG00000101082.13"	"SLA2"	chr20	-	36614304	36614437	36614304	36614387	36615224	36615374
1641	"ENSG00000205726.14"	"ITSN1"	chr21	+	33750142	33750322	33750253	33750322	33735043	33735204
