ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2911	"ENSG00000033170.16"	"FUT8"	chr14	+	65516242	65516388	65455620	65455718	65561336	65561610
2912	"ENSG00000033170.16"	"FUT8"	chr14	+	65645959	65646117	65636516	65636622	65646519	65646598
2913	"ENSG00000033170.16"	"FUT8"	chr14	+	65561336	65561766	65455620	65455718	65615977	65616093
2914	"ENSG00000033170.16"	"FUT8"	chr14	+	65430215	65430309	65411862	65411993	65455620	65455718
2915	"ENSG00000253500.5"	"AF121898.3"	chr8	-	87636600	87636650	87566169	87566981	87646916	87647029
2916	"ENSG00000163803.12"	"PLB1"	chr2	+	28640926	28641001	28632943	28633039	28642857	28643267
2917	"ENSG00000163803.12"	"PLB1"	chr2	+	28582067	28582133	28579626	28579707	28582404	28582505
2918	"ENSG00000085998.13"	"POMGNT1"	chr1	-	46194843	46194961	46194552	46194651	46195810	46195924
2919	"ENSG00000121905.9"	"HPCA"	chr1	+	32888877	32889276	32886081	32886119	32893523	32893629
2920	"ENSG00000121905.9"	"HPCA"	chr1	+	32888877	32889276	32886434	32886515	32893523	32893629
2921	"ENSG00000105549.10"	"THEG"	chr19	-	373939	374011	373469	373531	374298	374421
2922	"ENSG00000177981.10"	"ASB8"	chr12	-	48150086	48150140	48149528	48149998	48151200	48151305
2923	"ENSG00000177981.10"	"ASB8"	chr12	-	48157121	48157257	48153367	48153529	48157458	48157517
2924	"ENSG00000177981.10"	"ASB8"	chr12	-	48151609	48151665	48151200	48151305	48153367	48153529
2925	"ENSG00000177981.10"	"ASB8"	chr12	-	48150086	48150170	48149838	48149998	48151200	48151305
2926	"ENSG00000177981.10"	"ASB8"	chr12	-	48151564	48151665	48151200	48151305	48153367	48153525
2927	"ENSG00000102103.15"	"PQBP1"	chrX	+	48902232	48902517	48901929	48902042	48902731	48902795
2928	"ENSG00000102103.15"	"PQBP1"	chrX	+	48902232	48902384	48901929	48902042	48902731	48902793
2929	"ENSG00000102103.15"	"PQBP1"	chrX	+	48902218	48902517	48901929	48902042	48902731	48902795
2930	"ENSG00000213390.10"	"ARHGAP19"	chr10	-	97256317	97256404	97246271	97246337	97259401	97259628
2931	"ENSG00000213390.10"	"ARHGAP19"	chr10	-	97258659	97258754	97256317	97256404	97259401	97259628
2932	"ENSG00000263001.5"	"GTF2I"	chr7	+	74718878	74718941	74716893	74716950	74728785	74728896
2933	"ENSG00000263001.5"	"GTF2I"	chr7	+	74744138	74744250	74743448	74743520	74744757	74744941
2934	"ENSG00000263001.5"	"GTF2I"	chr7	+	74714856	74714916	74711031	74711109	74716893	74716950
2935	"ENSG00000263001.5"	"GTF2I"	chr7	+	74689123	74689227	74657684	74658068	74690972	74691111
2936	"ENSG00000134759.13"	"ELP2"	chr18	+	36159957	36160015	36159734	36159830	36160931	36161004
2937	"ENSG00000134759.13"	"ELP2"	chr18	+	36146249	36146381	36145947	36146048	36154849	36154999
2938	"ENSG00000134759.13"	"ELP2"	chr18	+	36138794	36138872	36138269	36138426	36139418	36139613
2939	"ENSG00000134759.13"	"ELP2"	chr18	+	36138794	36138872	36138269	36138426	36141136	36141191
2940	"ENSG00000134759.13"	"ELP2"	chr18	+	36139418	36139613	36138794	36138872	36141136	36141201
2941	"ENSG00000134759.13"	"ELP2"	chr18	+	36139418	36139613	36138269	36138426	36141136	36141201
2942	"ENSG00000134759.13"	"ELP2"	chr18	+	36133237	36133316	36129897	36130071	36136306	36136377
2943	"ENSG00000185298.12"	"CCDC137"	chr17	+	81670001	81670028	81667728	81667862	81670224	81670453
2944	"ENSG00000213347.10"	"MXD3"	chr5	-	177310667	177310697	177310425	177310540	177311378	177311484
2945	"ENSG00000196800.6"	"SPINK14"	chr5	+	148174233	148174370	148170929	148170973	148175352	148175398
2946	"ENSG00000234394.8"	"RP11-561O23.5"	chr9	+	68328888	68328957	68326262	68328690	68330125	68330453
2947	"ENSG00000175348.10"	"TMEM9B"	chr11	-	8962091	8962183	8956189	8956298	8964208	8964773
2948	"ENSG00000189058.8"	"APOD"	chr3	-	195582616	195582739	195579338	195579495	195583877	195583940
2949	"ENSG00000189058.8"	"APOD"	chr3	-	195577061	195577183	195573849	195573971	195579338	195579495
2950	"ENSG00000189058.8"	"APOD"	chr3	-	195583066	195583202	195579338	195579495	195583877	195583940
2951	"ENSG00000167747.13"	"C19orf48"	chr19	-	50802453	50802614	50802216	50802257	50804571	50804717
2952	"ENSG00000167747.13"	"C19orf48"	chr19	-	50799293	50799357	50797703	50798958	50802216	50802257
2953	"ENSG00000167747.13"	"C19orf48"	chr19	-	50801182	50801349	50799293	50799357	50802216	50802257
2954	"ENSG00000167747.13"	"C19orf48"	chr19	-	50799271	50799357	50798703	50798958	50802216	50802257
2955	"ENSG00000174899.10"	"PQLC2L"	chr3	+	157553229	157553340	157543443	157543509	157569306	157569912
2956	"ENSG00000174899.10"	"PQLC2L"	chr3	+	157571954	157572043	157571176	157571306	157578278	157578885
2957	"ENSG00000174899.10"	"PQLC2L"	chr3	+	157571954	157572043	157571176	157571306	157600192	157601233
2958	"ENSG00000235453.8"	"TOPORS-AS1"	chr9	+	32565396	32565628	32552347	32552479	32566390	32566929
2959	"ENSG00000164934.13"	"DCAF13"	chr8	+	103420974	103421082	103420263	103420463	103426055	103426145
2960	"ENSG00000164934.13"	"DCAF13"	chr8	+	103420263	103420463	103415378	103415516	103426055	103426145
2961	"ENSG00000168685.14"	"IL7R"	chr5	+	35873479	35873648	35871055	35871213	35875511	35875722
2962	"ENSG00000168685.14"	"IL7R"	chr5	+	35874448	35874542	35873479	35873648	35875511	35875587
2963	"ENSG00000077312.8"	"SNRPA"	chr19	+	40758783	40758869	40757331	40757504	40759430	40759579
2964	"ENSG00000172936.12"	"MYD88"	chr3	+	38139863	38139998	38138477	38139028	38140387	38140592
2965	"ENSG00000172936.12"	"MYD88"	chr3	+	38139863	38139998	38138477	38139028	38140756	38140848
2966	"ENSG00000172936.12"	"MYD88"	chr3	+	38140387	38140568	38139863	38139998	38140756	38140848
2967	"ENSG00000172936.12"	"MYD88"	chr3	+	38140387	38140568	38138551	38139028	38140756	38140848
2968	"ENSG00000172936.12"	"MYD88"	chr3	+	38140387	38140592	38139863	38139998	38140756	38140848
2969	"ENSG00000072071.16"	"ADGRL1"	chr19	-	14152132	14152150	14149952	14151615	14152308	14152437
2970	"ENSG00000072071.16"	"ADGRL1"	chr19	-	14164620	14164705	14162947	14163406	14167015	14167030
2971	"ENSG00000072071.16"	"ADGRL1"	chr19	-	14160592	14160696	14160111	14160297	14161311	14161626
2972	"ENSG00000072071.16"	"ADGRL1"	chr19	-	14152132	14152222	14151207	14151615	14152308	14152437
2973	"ENSG00000072071.16"	"ADGRL1"	chr19	-	14167015	14167030	14162605	14163406	14170681	14170734
2974	"ENSG00000172548.14"	"NIPAL4"	chr5	+	157460547	157460579	157460254	157460357	157463093	157463333
2975	"ENSG00000172548.14"	"NIPAL4"	chr5	+	157467048	157467105	157463093	157463333	157468721	157468812
2976	"ENSG00000133742.13"	"CA1"	chr8	-	85341753	85341834	85341598	85341659	85378045	85378113
2977	"ENSG00000133742.13"	"CA1"	chr8	-	85341753	85341808	85341598	85341659	85378045	85378113
2978	"ENSG00000133742.13"	"CA1"	chr8	-	85342748	85342825	85341598	85341659	85378045	85378113
2979	"ENSG00000133742.13"	"CA1"	chr8	-	85342748	85342825	85341598	85341659	85351730	85351784
2980	"ENSG00000133742.13"	"CA1"	chr8	-	85341598	85341659	85333524	85333620	85342748	85342825
2981	"ENSG00000133742.13"	"CA1"	chr8	-	85351730	85351784	85349810	85349885	85378045	85378113
2982	"ENSG00000133742.13"	"CA1"	chr8	-	85351730	85351784	85341598	85341659	85378045	85378113
2983	"ENSG00000133742.13"	"CA1"	chr8	-	85351730	85351784	85342748	85342825	85378045	85378113
2984	"ENSG00000133742.13"	"CA1"	chr8	-	85338088	85338139	85336944	85337063	85338251	85338449
2985	"ENSG00000133742.13"	"CA1"	chr8	-	85336944	85337063	85333524	85333620	85341598	85341659
2986	"ENSG00000133742.13"	"CA1"	chr8	-	85332489	85332552	85329688	85329844	85333524	85333620
2987	"ENSG00000133742.13"	"CA1"	chr8	-	85349810	85349885	85341598	85341659	85351730	85351784
2988	"ENSG00000133742.13"	"CA1"	chr8	-	85349810	85349885	85341598	85341659	85378045	85378113
2989	"ENSG00000133742.13"	"CA1"	chr8	-	85341019	85341135	85338251	85338449	85341598	85341659
2990	"ENSG00000133742.13"	"CA1"	chr8	-	85338251	85338449	85336944	85337063	85341598	85341659
2991	"ENSG00000154760.13"	"SLFN13"	chr17	-	35445655	35445693	35444614	35444701	35447267	35447414
2992	"ENSG00000154760.13"	"SLFN13"	chr17	-	35445372	35445693	35444614	35444701	35447267	35447414
2993	"ENSG00000154760.13"	"SLFN13"	chr17	-	35446716	35446753	35444614	35445693	35447267	35447414
2994	"ENSG00000154760.13"	"SLFN13"	chr17	-	35446839	35446932	35445447	35445693	35447267	35447414
2995	"ENSG00000235724.8"	"AC009299.2"	chr2	-	161254584	161254680	161250995	161251222	161265266	161265520
2996	"ENSG00000235724.8"	"AC009299.2"	chr2	-	161246758	161246913	161246433	161246614	161248523	161248585
2997	"ENSG00000235724.8"	"AC009299.2"	chr2	-	161227048	161227133	161223259	161223483	161248523	161248585
2998	"ENSG00000082438.15"	"COBLL1"	chr2	-	164703627	164703671	164703103	164703220	164704443	164704518
2999	"ENSG00000082438.15"	"COBLL1"	chr2	-	164703103	164703220	164700552	164700756	164704443	164704518
3000	"ENSG00000082438.15"	"COBLL1"	chr2	-	164743686	164743875	164729913	164730115	164841155	164841246
3001	"ENSG00000082438.15"	"COBLL1"	chr2	-	164743686	164743875	164704951	164705105	164841155	164841246
3002	"ENSG00000082438.15"	"COBLL1"	chr2	-	164800533	164800554	164743686	164743875	164841155	164841246
3003	"ENSG00000082438.15"	"COBLL1"	chr2	-	164779654	164779785	164743686	164743875	164841155	164841243
3004	"ENSG00000082438.15"	"COBLL1"	chr2	-	164837427	164837498	164743686	164743875	164841155	164841221
3005	"ENSG00000082438.15"	"COBLL1"	chr2	-	164727105	164727144	164722491	164722522	164727968	164728197
3006	"ENSG00000204482.10"	"LST1"	chr6	+	31587948	31587966	31587668	31587733	31588562	31588757
3007	"ENSG00000204482.10"	"LST1"	chr6	+	31587948	31587966	31587668	31587733	31588517	31588676
3008	"ENSG00000204482.10"	"LST1"	chr6	+	31587943	31587966	31587640	31587733	31588517	31588909
3009	"ENSG00000204482.10"	"LST1"	chr6	+	31587943	31587966	31587640	31587733	31588562	31588626
3010	"ENSG00000204482.10"	"LST1"	chr6	+	31587943	31587966	31587640	31587733	31588496	31588909
3011	"ENSG00000204482.10"	"LST1"	chr6	+	31587943	31587966	31587199	31587318	31588517	31588909
3012	"ENSG00000204482.10"	"LST1"	chr6	+	31587943	31587966	31587199	31587318	31588562	31588626
3013	"ENSG00000204482.10"	"LST1"	chr6	+	31587943	31587966	31587199	31587318	31588496	31588909
3014	"ENSG00000204482.10"	"LST1"	chr6	+	31587815	31587966	31587254	31587318	31588517	31588757
3015	"ENSG00000204482.10"	"LST1"	chr6	+	31587640	31587733	31587199	31587318	31588496	31588810
3016	"ENSG00000204482.10"	"LST1"	chr6	+	31587640	31587733	31587199	31587318	31587943	31587966
3017	"ENSG00000204482.10"	"LST1"	chr6	+	31587640	31587733	31587199	31587318	31588517	31588909
3018	"ENSG00000204482.10"	"LST1"	chr6	+	31587640	31587733	31587199	31587318	31588562	31588909
3019	"ENSG00000204482.10"	"LST1"	chr6	+	31587640	31587733	31587199	31587318	31587815	31587841
3020	"ENSG00000143457.10"	"GOLPH3L"	chr1	-	150694107	150694173	150663631	150663763	150694655	150694850
3021	"ENSG00000085415.15"	"SEH1L"	chr18	+	12951854	12951905	12948020	12948232	12955462	12955609
3022	"ENSG00000085415.15"	"SEH1L"	chr18	+	12964435	12964495	12963159	12963371	12971152	12971251
3023	"ENSG00000085415.15"	"SEH1L"	chr18	+	12955462	12955609	12951854	12951905	12963159	12963371
3024	"ENSG00000127324.8"	"TSPAN8"	chr12	-	71277350	71277412	71157618	71157787	71282715	71282819
3025	"ENSG00000127324.8"	"TSPAN8"	chr12	-	71156899	71157005	71144150	71144213	71157618	71157787
3026	"ENSG00000010932.15"	"FMO1"	chr1	+	171267542	171267731	171258081	171258219	171275345	171275508
3027	"ENSG00000010932.15"	"FMO1"	chr1	+	171270576	171270745	171267542	171267731	171275345	171275508
3028	"ENSG00000010932.15"	"FMO1"	chr1	+	171283143	171283216	171281977	171282333	171285201	171285978
3029	"ENSG00000114982.17"	"KANSL3"	chr2	-	96619358	96619544	96613487	96613619	96631311	96631482
3030	"ENSG00000114982.17"	"KANSL3"	chr2	-	96615491	96615544	96613487	96613619	96619358	96619544
3031	"ENSG00000114982.17"	"KANSL3"	chr2	-	96615042	96615158	96613525	96613619	96615491	96615544
3032	"ENSG00000114982.17"	"KANSL3"	chr2	-	96631311	96631482	96613487	96613619	96636920	96637185
3033	"ENSG00000114982.17"	"KANSL3"	chr2	-	96619671	96619762	96619358	96619544	96631311	96631482
3034	"ENSG00000114982.17"	"KANSL3"	chr2	-	96602115	96602338	96601642	96601776	96602752	96602862
3035	"ENSG00000114982.17"	"KANSL3"	chr2	-	96606969	96607047	96605319	96605511	96608507	96608664
3036	"ENSG00000114982.17"	"KANSL3"	chr2	-	96634148	96634178	96631311	96631482	96636920	96637185
3037	"ENSG00000151500.14"	"THYN1"	chr11	-	134248808	134248959	134248278	134248484	134249166	134249262
3038	"ENSG00000151500.14"	"THYN1"	chr11	-	134251748	134251895	134251230	134251308	134252839	134252916
3039	"ENSG00000169570.9"	"DTWD2"	chr5	-	118928536	118928729	118848089	118848218	118939195	118939290
3040	"ENSG00000169570.9"	"DTWD2"	chr5	-	118939195	118939290	118848089	118848218	118944558	118944649
3041	"ENSG00000229833.9"	"PET100"	chr19	+	7630572	7630659	7629736	7629860	7630822	7630846
3042	"ENSG00000229833.9"	"PET100"	chr19	+	7631231	7631321	7630822	7630846	7631472	7631624
3043	"ENSG00000132670.20"	"PTPRA"	chr20	+	2947981	2948024	2873517	2873760	2964271	2964350
3044	"ENSG00000132670.20"	"PTPRA"	chr20	+	2923206	2923285	2873682	2873760	2947981	2948024
3045	"ENSG00000132670.20"	"PTPRA"	chr20	+	2975214	2975241	2964860	2965202	2986764	2986849
3046	"ENSG00000132670.20"	"PTPRA"	chr20	+	2955608	2955698	2947981	2948024	2964271	2964350
3047	"ENSG00000133195.11"	"SLC39A11"	chr17	-	72817869	72817935	72736649	72736719	72849633	72849776
3048	"ENSG00000133195.11"	"SLC39A11"	chr17	-	73084807	73084846	73031555	73031714	73088656	73088775
3049	"ENSG00000133195.11"	"SLC39A11"	chr17	-	73091823	73092116	73088687	73088775	73092494	73092687
3050	"ENSG00000133195.11"	"SLC39A11"	chr17	-	73091823	73092116	73088687	73088775	73092610	73092712
3051	"ENSG00000155755.18"	"TMEM237"	chr2	-	201640260	201640265	201638988	201639045	201640892	201640924
3052	"ENSG00000155755.18"	"TMEM237"	chr2	-	201634386	201634397	201633310	201633431	201634803	201634893
3053	"ENSG00000155755.18"	"TMEM237"	chr2	-	201627320	201627414	201626025	201626147	201628075	201628149
3054	"ENSG00000155755.18"	"TMEM237"	chr2	-	201634803	201634893	201633310	201633431	201636747	201636885
3055	"ENSG00000150048.10"	"CLEC1A"	chr12	-	10092421	10092519	10089123	10089222	10098807	10099028
3056	"ENSG00000150048.10"	"CLEC1A"	chr12	-	10081236	10081413	10075503	10075655	10098807	10099014
3057	"ENSG00000150048.10"	"CLEC1A"	chr12	-	10089123	10089222	10081268	10081413	10098807	10098985
3058	"ENSG00000099840.13"	"IZUMO4"	chr19	+	2098975	2099029	2098786	2098804	2099254	2099590
3059	"ENSG00000099840.13"	"IZUMO4"	chr19	+	2098051	2098127	2097928	2097955	2098286	2098334
3060	"ENSG00000099840.13"	"IZUMO4"	chr19	+	2097584	2097812	2097423	2097495	2097928	2097955
3061	"ENSG00000099840.13"	"IZUMO4"	chr19	+	2097928	2097955	2097423	2097495	2098051	2098127
3062	"ENSG00000099840.13"	"IZUMO4"	chr19	+	2098786	2098804	2098435	2098450	2098975	2099110
3063	"ENSG00000099840.13"	"IZUMO4"	chr19	+	2098786	2098804	2098435	2098450	2099254	2099580
3064	"ENSG00000188833.9"	"ENTPD8"	chr9	-	137435718	137435829	137435203	137435338	137436012	137436276
3065	"ENSG00000197147.12"	"LRRC8B"	chr1	+	89526961	89526986	89524835	89525022	89568246	89568307
3066	"ENSG00000133657.14"	"ATP13A3"	chr3	-	194412198	194412288	194402676	194406116	194413758	194413839
3067	"ENSG00000067836.12"	"ROGDI"	chr16	-	4801266	4801321	4800497	4800578	4801502	4801585
3068	"ENSG00000067836.12"	"ROGDI"	chr16	-	4801049	4801321	4800497	4800578	4801502	4801585
3069	"ENSG00000067836.12"	"ROGDI"	chr16	-	4802381	4802453	4801028	4801585	4802526	4802880
3070	"ENSG00000067836.12"	"ROGDI"	chr16	-	4798568	4798667	4798070	4798184	4799685	4799781
3071	"ENSG00000067836.12"	"ROGDI"	chr16	-	4798568	4798801	4798070	4798184	4799685	4799781
3072	"ENSG00000067836.12"	"ROGDI"	chr16	-	4797937	4797987	4797713	4797840	4798070	4798184
3073	"ENSG00000150471.16"	"ADGRL3"	chr4	+	62068165	62068217	62063504	62063633	62070108	62070993
3074	"ENSG00000150471.16"	"ADGRL3"	chr4	+	62068165	62068217	62044452	62044549	62070108	62070993
3075	"ENSG00000150471.16"	"ADGRL3"	chr4	+	62028854	62028881	61998173	61998265	62031441	62031610
3076	"ENSG00000150471.16"	"ADGRL3"	chr4	+	61912718	61912757	61909559	61909745	61934839	61935023
3077	"ENSG00000150471.16"	"ADGRL3"	chr4	+	61517314	61517518	61497164	61497348	61587226	61587440
3078	"ENSG00000150471.16"	"ADGRL3"	chr4	+	62063504	62063633	62044452	62044549	62070108	62071127
3079	"ENSG00000150471.16"	"ADGRL3"	chr4	+	62063504	62063633	62044452	62044549	62068165	62068217
3080	"ENSG00000108306.11"	"FBXL20"	chr17	-	39285477	39285573	39282728	39282855	39297126	39297195
3081	"ENSG00000121274.12"	"PAPD5"	chr16	+	50222305	50222434	50217555	50217663	50223173	50223400
3082	"ENSG00000177628.15"	"GBA"	chr1	-	155239615	155239762	155238516	155238650	155239885	155240077
3083	"ENSG00000177628.15"	"GBA"	chr1	-	155244094	155244230	155241085	155241180	155244505	155244606
3084	"ENSG00000177628.15"	"GBA"	chr1	-	155244094	155244233	155241085	155241180	155244505	155244636
3085	"ENSG00000177628.15"	"GBA"	chr1	-	155240176	155240299	155239959	155240077	155240629	155240717
3086	"ENSG00000237990.3"	"CNTN4-AS1"	chr3	-	3059214	3059380	3042841	3043013	3061066	3061196
3087	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55339149	55339269	55332138	55332261	55339502	55339714
3088	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55332138	55332261	55320828	55320928	55338975	55339270
3089	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55332138	55332261	55320828	55320928	55339502	55339629
3090	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55332138	55332261	55314189	55314251	55338975	55339270
3091	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55332138	55332261	55314189	55314251	55339502	55339629
3092	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55332138	55332261	55329567	55329713	55338975	55339270
3093	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55332138	55332261	55329567	55329713	55339502	55339629
3094	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55338975	55339269	55314189	55314251	55339502	55339789
3095	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55338975	55339269	55329421	55329519	55339502	55339789
3096	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55338975	55339269	55329421	55329713	55339502	55339789
3097	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55338975	55339269	55320828	55320928	55339502	55339789
3098	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55320828	55320928	55314189	55314251	55332138	55332261
3099	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55320828	55320928	55314189	55314251	55338975	55339269
3100	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55320828	55320928	55314189	55314251	55339502	55340308
3101	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55329421	55329713	55314161	55314251	55338975	55339269
3102	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55329421	55329713	55314161	55314251	55332138	55332261
3103	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55329421	55329713	55314161	55314251	55339502	55339941
3104	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55329567	55329713	55314161	55314251	55332138	55332261
3105	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55329421	55329519	55314161	55314251	55339502	55340168
3106	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55329421	55329519	55314161	55314251	55345356	55345887
3107	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55329421	55329519	55314161	55314251	55338975	55339269
3108	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55317744	55317809	55314189	55314251	55339502	55339525
3109	"ENSG00000240401.8"	"AC012358.8"	chr2	+	55339850	55339974	55314189	55314251	55345356	55345828
3110	"ENSG00000147761.8"	"TTTY7B"	chrY	-	9707315	9707571	9706823	9707069	9708544	9708658
3111	"ENSG00000170540.14"	"ARL6IP1"	chr16	-	18795463	18795581	18794598	18794683	18797924	18798044
3112	"ENSG00000164307.12"	"ERAP1"	chr5	-	96800861	96801000	96797174	96797309	96803402	96803943
3113	"ENSG00000188674.10"	"C2orf80"	chr2	-	208184950	208185032	208182964	208183047	208186945	208187004
3114	"ENSG00000188674.10"	"C2orf80"	chr2	-	208168381	208168495	208165342	208165815	208171987	208172075
3115	"ENSG00000188674.10"	"C2orf80"	chr2	-	208171987	208172075	208165375	208165815	208180744	208180816
3116	"ENSG00000188674.10"	"C2orf80"	chr2	-	208170944	208171063	208165346	208165815	208171987	208172075
3117	"ENSG00000138785.14"	"INTS12"	chr4	-	105705689	105705949	105699849	105700014	105707918	105708081
3118	"ENSG00000138785.14"	"INTS12"	chr4	-	105703647	105703809	105702885	105703023	105708637	105708659
3119	"ENSG00000138785.14"	"INTS12"	chr4	-	105703647	105703809	105699849	105700014	105708637	105708659
3120	"ENSG00000138785.14"	"INTS12"	chr4	-	105707918	105708162	105699849	105700014	105708637	105708683
3121	"ENSG00000138785.14"	"INTS12"	chr4	-	105702885	105703023	105699849	105700014	105708637	105708665
3122	"ENSG00000138785.14"	"INTS12"	chr4	-	105702885	105703023	105699849	105700014	105703647	105703809
3123	"ENSG00000100038.19"	"TOP3B"	chr22	-	21975904	21975953	21975639	21975807	21982729	21982766
3124	"ENSG00000100038.19"	"TOP3B"	chr22	-	21975904	21976187	21975639	21975807	21982729	21982793
3125	"ENSG00000100038.19"	"TOP3B"	chr22	-	21975980	21976187	21975639	21975807	21982729	21982787
3126	"ENSG00000100038.19"	"TOP3B"	chr22	-	21975980	21976187	21975639	21975807	21982413	21982449
3127	"ENSG00000100038.19"	"TOP3B"	chr22	-	21982413	21982449	21975980	21976187	21982729	21982766
3128	"ENSG00000100038.19"	"TOP3B"	chr22	-	21982413	21982449	21975639	21975807	21982729	21982766
3129	"ENSG00000100038.19"	"TOP3B"	chr22	-	21970979	21971061	21970209	21970406	21971876	21971951
3130	"ENSG00000246174.7"	"KCTD21-AS1"	chr11	+	78141594	78141702	78139794	78140072	78148976	78149093
3131	"ENSG00000204241.7"	"RP11-713P17.3"	chr11	+	134037511	134037641	134032804	134032860	134039761	134040080
3132	"ENSG00000269437.6"	"NXF2B"	chrX	-	102372950	102373156	102369585	102370152	102379993	102380089
3133	"ENSG00000269437.6"	"NXF2B"	chrX	-	102456806	102456914	102438552	102438674	102457672	102457812
3134	"ENSG00000189375.10"	"TBC1D28"	chr17	-	18642736	18642960	18642585	18642632	18644289	18644417
3135	"ENSG00000189375.10"	"TBC1D28"	chr17	-	18642585	18642632	18641838	18641998	18644289	18644418
3136	"ENSG00000007402.11"	"CACNA2D2"	chr3	-	50373064	50373085	50370319	50370380	50374736	50374813
3137	"ENSG00000197461.13"	"PDGFA"	chr7	-	500430	500499	498308	498574	501115	501242
3138	"ENSG00000197461.13"	"PDGFA"	chr7	-	518938	519068	517393	517490	519959	520296
3139	"ENSG00000129990.14"	"SYT5"	chr19	-	55178195	55178368	55176004	55176124	55178962	55179086
3140	"ENSG00000118094.11"	"TREH"	chr11	-	118663338	118663439	118663051	118663196	118679538	118679673
3141	"ENSG00000118094.11"	"TREH"	chr11	-	118661636	118661729	118661392	118661509	118661889	118661990
3142	"ENSG00000182718.16"	"ANXA2"	chr15	-	60396150	60396427	60386027	60386086	60397257	60397338
3143	"ENSG00000182718.16"	"ANXA2"	chr15	-	60396150	60396427	60386027	60386086	60397942	60397986
3144	"ENSG00000182718.16"	"ANXA2"	chr15	-	60396150	60396427	60393096	60393440	60397942	60397986
3145	"ENSG00000182718.16"	"ANXA2"	chr15	-	60349074	60349197	60347336	60347689	60351192	60351251
3146	"ENSG00000182718.16"	"ANXA2"	chr15	-	60396372	60396427	60386027	60386086	60397942	60397986
3147	"ENSG00000182718.16"	"ANXA2"	chr15	-	60382341	60382441	60364428	60364523	60386027	60387097
3148	"ENSG00000182718.16"	"ANXA2"	chr15	-	60390212	60390317	60386027	60386086	60397257	60397338
3149	"ENSG00000182718.16"	"ANXA2"	chr15	-	60390212	60390317	60386027	60386086	60397942	60398001
3150	"ENSG00000182718.16"	"ANXA2"	chr15	-	60396279	60396427	60386027	60386086	60397257	60397338
3151	"ENSG00000182718.16"	"ANXA2"	chr15	-	60396279	60396427	60386027	60386086	60397942	60397986
3152	"ENSG00000182718.16"	"ANXA2"	chr15	-	60364428	60364523	60360940	60361054	60386027	60386086
3153	"ENSG00000182718.16"	"ANXA2"	chr15	-	60374618	60374682	60364428	60364523	60382341	60382441
3154	"ENSG00000182718.16"	"ANXA2"	chr15	-	60397257	60397338	60396279	60396427	60397942	60397986
3155	"ENSG00000182718.16"	"ANXA2"	chr15	-	60397257	60397338	60386027	60386086	60397942	60397986
3156	"ENSG00000182718.16"	"ANXA2"	chr15	-	60397257	60397338	60386027	60386086	60397870	60397968
3157	"ENSG00000182718.16"	"ANXA2"	chr15	-	60397257	60397338	60364428	60364523	60397942	60397986
3158	"ENSG00000182718.16"	"ANXA2"	chr15	-	60397257	60397338	60390212	60390317	60397942	60397986
3159	"ENSG00000182718.16"	"ANXA2"	chr15	-	60394573	60394695	60386027	60386086	60396279	60396427
3160	"ENSG00000182718.16"	"ANXA2"	chr15	-	60386027	60386086	60364428	60364523	60397942	60397988
3161	"ENSG00000182718.16"	"ANXA2"	chr15	-	60386027	60386086	60364428	60364523	60397257	60397338
3162	"ENSG00000182718.16"	"ANXA2"	chr15	-	60393037	60393440	60386027	60386086	60397942	60397974
3163	"ENSG00000069702.10"	"TGFBR3"	chr1	-	91800958	91801055	91797286	91797471	91861470	91861644
3164	"ENSG00000069702.10"	"TGFBR3"	chr1	-	91866755	91866842	91861470	91861644	91885877	91886122
3165	"ENSG00000185278.15"	"ZBTB37"	chr1	+	173873466	173873566	173870199	173871148	173885635	173903549
3166	"ENSG00000184544.11"	"DHRS7C"	chr17	-	9772766	9772922	9771433	9771696	9777192	9777285
3167	"ENSG00000132003.9"	"ZSWIM4"	chr19	+	13814514	13814865	13812996	13813164	13817215	13817353
3168	"ENSG00000168958.19"	"MFF"	chr2	+	227329605	227329697	227328677	227328789	227330625	227330822
