ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
690	"ENSG00000197312.11"	"DDI2"	chr1	+	15633797	15633879	15638306	15638434	15633438	15633565	15643521	15643650
691	"ENSG00000151092.16"	"NGLY1"	chr3	-	25736003	25736149	25736308	25736400	25733871	25733982	25737333	25737455
692	"ENSG00000133794.17"	"ARNTL"	chr11	+	13326412	13326467	13349944	13350070	13309986	13310059	13354300	13354448
693	"ENSG00000226476.3"	"RP11-776H12.1"	chr1	-	60554472	60554568	60573337	60573413	60542296	60542411	60588036	60588162
694	"ENSG00000140650.11"	"PMM2"	chr16	+	8806315	8806407	8811078	8811178	8801798	8801910	8811637	8811713
695	"ENSG00000170776.20"	"AKAP13"	chr15	+	85658536	85658590	85662387	85662453	85655416	85655787	85664562	85664755
696	"ENSG00000204136.10"	"GGTA1P"	chr9	-	121452143	121452281	121455654	121455841	121444990	121447597	121460103	121460219
697	"ENSG00000165914.14"	"TTC7B"	chr14	-	90602005	90602200	90603252	90603303	90593485	90593626	90610741	90610839
698	"ENSG00000157593.17"	"SLC35B2"	chr6	-	44256341	44256496	44256684	44256878	44254095	44255644	44257399	44257554
699	"ENSG00000183091.19"	"NEB"	chr2	-	151533441	151533546	151534214	151534319	151531791	151531896	151535690	151535795
700	"ENSG00000183091.19"	"NEB"	chr2	-	151506908	151507013	151508004	151508109	151506165	151506258	151512732	151512837
701	"ENSG00000163958.13"	"ZDHHC19"	chr3	-	196198275	196198451	196198451	196198590	196197451	196197725	196198788	196198874
702	"ENSG00000138101.18"	"DTNB"	chr2	-	25596085	25596240	25607235	25607321	25580720	25580826	25628170	25628384
703	"ENSG00000138101.18"	"DTNB"	chr2	-	25383835	25383889	25387288	25387378	25379289	25379323	25388201	25388361
704	"ENSG00000162066.14"	"AMDHD2"	chr16	+	2527560	2527615	2527772	2527985	2520983	2521123	2528059	2528148
705	"ENSG00000068745.14"	"IP6K2"	chr3	-	48708119	48708237	48711366	48711459	48695089	48695418	48717156	48717214
706	"ENSG00000068745.14"	"IP6K2"	chr3	-	48711366	48711459	48715314	48715527	48695089	48695418	48717156	48717188
707	"ENSG00000068745.14"	"IP6K2"	chr3	-	48711366	48711459	48715314	48715527	48695089	48695421	48717156	48717188
708	"ENSG00000072110.13"	"ACTN1"	chr14	-	68878457	68878523	68878988	68879069	68877081	68877240	68879961	68880108
709	"ENSG00000108840.15"	"HDAC5"	chr17	-	44092171	44092284	44092380	44092527	44091699	44091831	44092675	44092806
710	"ENSG00000187848.12"	"P2RX2"	chr12	+	132619438	132619574	132619843	132619919	132618816	132618921	132619999	132620096
711	"ENSG00000132768.13"	"DPH2"	chr1	+	43970965	43971189	43971386	43972070	43970595	43970708	43972157	43972334
712	"ENSG00000251629.6"	"RP11-774D14.1"	chr5	+	20814328	20814398	20895482	20895567	20807852	20807913	20932882	20932980
713	"ENSG00000130175.9"	"PRKCSH"	chr19	+	11436388	11436505	11436533	11436723	11436040	11436196	11437875	11437971
714	"ENSG00000226383.6"	"AC093375.1"	chr2	-	156024469	156024576	156205381	156205438	156022671	156022817	156227966	156228004
715	"ENSG00000186431.18"	"FCAR"	chr19	+	54875329	54875365	54880835	54880913	54874279	54874323	54885234	54885525
716	"ENSG00000186431.18"	"FCAR"	chr19	+	54885234	54885525	54888006	54888294	54874289	54874323	54889648	54889863
717	"ENSG00000186998.15"	"EMID1"	chr22	+	29254202	29254287	29255270	29255361	29243444	29243489	29258816	29259597
718	"ENSG00000085552.16"	"IGSF9"	chr1	-	159931137	159931261	159931452	159931603	159930691	159930867	159931811	159931928
719	"ENSG00000092020.10"	"PPP2R3C"	chr14	-	35109818	35109847	35109847	35109931	35108138	35108236	35110524	35110629
720	"ENSG00000174574.15"	"AKIRIN1"	chr1	+	38998170	38998311	39000971	39001106	38991287	38991600	39003346	39003418
721	"ENSG00000089169.14"	"RPH3A"	chr12	+	112836490	112836502	112847695	112847842	112828300	112828389	112865413	112865543
722	"ENSG00000089169.14"	"RPH3A"	chr12	+	112828300	112828389	112836490	112836502	112792142	112792263	112847695	112847842
723	"ENSG00000089169.14"	"RPH3A"	chr12	+	112718005	112718087	112792142	112792263	112651766	112651827	112828300	112828389
724	"ENSG00000089169.14"	"RPH3A"	chr12	+	112792142	112792263	112828300	112828389	112651766	112651827	112836490	112836502
725	"ENSG00000129103.17"	"SUMF2"	chr7	+	56072996	56073111	56076833	56076889	56068481	56068638	56078101	56078186
726	"ENSG00000129103.17"	"SUMF2"	chr7	+	56074173	56074218	56076833	56076889	56072996	56073111	56078101	56078186
727	"ENSG00000129103.17"	"SUMF2"	chr7	+	56074173	56074218	56074585	56074736	56072996	56073111	56076833	56076889
728	"ENSG00000116830.11"	"TTF2"	chr1	+	117097350	117097433	117098205	117098238	117096148	117096299	117098832	117098907
729	"ENSG00000051180.16"	"RAD51"	chr15	+	40701805	40701926	40706176	40706294	40701063	40701201	40709024	40709116
730	"ENSG00000051180.16"	"RAD51"	chr15	+	40709024	40709116	40718885	40718899	40701063	40701201	40728710	40728824
731	"ENSG00000155324.9"	"GRAMD3"	chr5	+	126466293	126466336	126469676	126469788	126465425	126465545	126472237	126472304
732	"ENSG00000240498.6"	"CDKN2B-AS1"	chr9	+	22056251	22056387	22097257	22097364	22049105	22049228	22112319	22112395
733	"ENSG00000155974.11"	"GRIP1"	chr12	-	66456186	66456342	66462923	66463093	66455408	66455564	66465274	66465422
734	"ENSG00000165973.18"	"NELL1"	chr11	+	21534373	21534514	21560188	21560382	21370852	21370948	21570763	21570940
735	"ENSG00000198836.8"	"OPA1"	chr3	+	193617177	193617285	193617783	193617837	193615673	193615770	193618868	193618936
736	"ENSG00000067191.15"	"CACNB1"	chr17	-	39185130	39185150	39185949	39186104	39184783	39184864	39186495	39186572
737	"ENSG00000128708.12"	"HAT1"	chr2	+	171946707	171946783	171952880	171953001	171925536	171925641	171965337	171965517
738	"ENSG00000111834.12"	"RSPH4A"	chr6	+	116627628	116628369	116629566	116629702	116622767	116623002	116630434	116630552
739	"ENSG00000130294.14"	"KIF1A"	chr2	-	240728388	240728412	240734718	240734745	240726825	240726940	240737062	240737168
740	"ENSG00000105695.14"	"MAG"	chr19	+	35295385	35295454	35295454	35295510	35294234	35294290	35295612	35295981
741	"ENSG00000103121.8"	"CMC2"	chr16	-	80991753	80991957	80996922	80997020	80981805	80981877	80997313	80997429
742	"ENSG00000103121.8"	"CMC2"	chr16	-	80988539	80988596	80991753	80991957	80981805	80981877	80997313	80997429
743	"ENSG00000103121.8"	"CMC2"	chr16	-	80988539	80988596	80996922	80997020	80981805	80981877	80997313	80997429
744	"ENSG00000103121.8"	"CMC2"	chr16	-	80978241	80978415	80980769	80980879	80975801	80976179	80981805	80981877
745	"ENSG00000128881.16"	"TTBK2"	chr15	-	42840359	42840433	42872610	42872696	42829937	42830078	42878548	42878684
746	"ENSG00000028528.14"	"SNX1"	chr15	+	64123502	64123546	64126078	64126220	64112572	64112684	64127173	64127252
747	"ENSG00000043514.15"	"TRIT1"	chr1	-	39844530	39844640	39847219	39847297	39844100	39844218	39847547	39847660
748	"ENSG00000043514.15"	"TRIT1"	chr1	-	39847219	39847297	39847547	39847660	39844530	39844640	39847985	39848097
749	"ENSG00000163702.18"	"IL17RC"	chr3	+	9930027	9930149	9930399	9930459	9929851	9929897	9930894	9930943
750	"ENSG00000140391.14"	"TSPAN3"	chr15	-	77055788	77055863	77056063	77056255	77054177	77054279	77070891	77071109
751	"ENSG00000243137.7"	"PSG4"	chr19	-	43194994	43195273	43197996	43198275	43194339	43194594	43203885	43204251
752	"ENSG00000080947.14"	"CROCCP3"	chr1	-	16486425	16486661	16489684	16489791	16485568	16485665	16490617	16490783
753	"ENSG00000126456.15"	"IRF3"	chr19	-	49660712	49660828	49661947	49662328	49659571	49659833	49662424	49662617
754	"ENSG00000126456.15"	"IRF3"	chr19	-	49664442	49664673	49664673	49664846	49663342	49663514	49665630	49665705
755	"ENSG00000078549.14"	"ADCYAP1R1"	chr7	+	31095666	31095750	31100126	31100210	31092643	31092735	31103236	31103366
756	"ENSG00000100461.17"	"RBM23"	chr14	-	22913723	22913821	22917027	22917166	22911327	22911403	22918998	22919149
757	"ENSG00000100461.17"	"RBM23"	chr14	-	22913723	22913845	22917027	22917166	22911327	22911403	22918998	22919149
758	"ENSG00000100461.17"	"RBM23"	chr14	-	22908332	22908380	22909482	22909595	22906194	22906368	22911327	22911403
759	"ENSG00000100461.17"	"RBM23"	chr14	-	22911785	22911903	22913723	22913845	22911327	22911403	22918998	22919149
760	"ENSG00000100461.17"	"RBM23"	chr14	-	22911785	22911903	22913723	22913821	22911327	22911403	22918998	22919149
761	"ENSG00000100461.17"	"RBM23"	chr14	-	22911785	22911903	22917027	22917166	22911327	22911403	22918998	22919149
762	"ENSG00000165533.18"	"TTC8"	chr14	+	88833692	88833722	88836907	88837066	88824573	88824821	88839451	88839572
763	"ENSG00000165533.18"	"TTC8"	chr14	+	88846597	88846675	88846847	88846907	88843805	88843850	88852970	88853056
764	"ENSG00000165533.18"	"TTC8"	chr14	+	88841424	88841557	88843805	88843850	88841036	88841196	88852970	88853056
765	"ENSG00000185187.12"	"SIGIRR"	chr11	-	408694	408893	408893	409101	408072	408206	409867	410027
766	"ENSG00000185187.12"	"SIGIRR"	chr11	-	408072	408206	408694	408893	407816	407957	409867	410027
767	"ENSG00000198954.7"	"KIF1BP"	chr10	+	69006841	69006929	69007626	69007751	69005731	69005915	69008840	69008925
768	"ENSG00000148660.20"	"CAMK2G"	chr10	-	73825320	73825347	73828088	73828121	73824039	73824084	73837467	73837511
769	"ENSG00000148660.20"	"CAMK2G"	chr10	-	73825278	73825347	73828088	73828121	73824039	73824084	73837467	73837511
770	"ENSG00000231329.7"	"RP1-225E12.2"	chr6	-	139201674	139201783	139237379	139237505	139170399	139170564	139239085	139239305
771	"ENSG00000180438.15"	"TPRXL"	chr3	+	13955561	13955654	14028275	14028384	13937378	13937479	14063378	14063508
772	"ENSG00000140988.15"	"RPS2"	chr16	-	1962496	1962656	1962735	1962909	1962060	1962270	1963148	1963256
773	"ENSG00000236383.8"	"LINC00854"	chr17	-	43223740	43223835	43223900	43224026	43223555	43223614	43224163	43224464
774	"ENSG00000196975.15"	"ANXA4"	chr2	+	69788053	69788141	69803392	69803515	69781519	69781574	69804532	69804627
775	"ENSG00000154380.17"	"ENAH"	chr1	-	225531045	225531057	225535506	225535563	225530553	225530638	225554905	225555083
776	"ENSG00000157426.13"	"AASDH"	chr4	-	56378147	56378464	56382476	56382597	56371450	56371643	56384069	56384341
777	"ENSG00000141447.16"	"OSBPL1A"	chr18	-	24301292	24301324	24302388	24302751	24280841	24280948	24303636	24303718
778	"ENSG00000141447.16"	"OSBPL1A"	chr18	-	24341546	24341658	24366891	24366966	24334244	24334330	24368366	24368372
779	"ENSG00000006695.10"	"COX10"	chr17	+	14076734	14077056	14102117	14102242	14074322	14074456	14159876	14159947
780	"ENSG00000214787.8"	"MS4A4E"	chr11	-	60224964	60225093	60228593	60228627	60214570	60214614	60229911	60230055
781	"ENSG00000143458.11"	"GABPB2"	chr1	+	151088469	151088517	151090405	151090573	151088189	151088297	151093191	151093386
782	"ENSG00000145715.14"	"RASA1"	chr5	+	87269160	87269287	87330937	87330983	87268943	87269055	87331347	87331500
783	"ENSG00000215277.8"	"RNF212B"	chr14	+	23264173	23264234	23264622	23264671	23262927	23262970	23268923	23268963
784	"ENSG00000170180.19"	"GYPA"	chr4	-	144118713	144118752	144120489	144120588	144116853	144116939	144140598	144140635
785	"ENSG00000170180.19"	"GYPA"	chr4	-	144118713	144118752	144119685	144119781	144116853	144116939	144120489	144120588
786	"ENSG00000123485.11"	"HJURP"	chr2	-	233847396	233847461	233849762	233849859	233845727	233845820	233852564	233852620
787	"ENSG00000113522.13"	"RAD50"	chr5	+	132591223	132591406	132591876	132592034	132589630	132589837	132594868	132595044
788	"ENSG00000162148.10"	"PPP1R32"	chr11	+	61486343	61486403	61486523	61486610	61485798	61485911	61486947	61487061
789	"ENSG00000135447.16"	"PPP1R1A"	chr12	-	54581975	54582131	54582731	54582795	54580943	54581050	54583210	54583248
790	"ENSG00000205916.11"	"DAZ4"	chrY	+	24886148	24886220	24893302	24893374	24883763	24883835	24895687	24895759
791	"ENSG00000176124.11"	"DLEU1"	chr13	+	50338675	50338834	50415088	50415202	50083141	50083194	50433412	50433550
792	"ENSG00000176124.11"	"DLEU1"	chr13	+	50338675	50338834	50390197	50390291	50083141	50083194	50433412	50433550
793	"ENSG00000176124.11"	"DLEU1"	chr13	+	50458001	50458113	50492650	50492761	50433412	50433550	50527865	50528064
794	"ENSG00000176124.11"	"DLEU1"	chr13	+	50415088	50415202	50433412	50433550	50390197	50390291	50527865	50528064
795	"ENSG00000176124.11"	"DLEU1"	chr13	+	50415088	50415202	50433412	50433550	50390197	50390291	50492650	50492761
796	"ENSG00000176124.11"	"DLEU1"	chr13	+	50492650	50492761	50527865	50528064	50433412	50433550	50533193	50533861
797	"ENSG00000176124.11"	"DLEU1"	chr13	+	50492650	50492761	50527865	50528064	50415088	50415202	50528179	50528534
798	"ENSG00000176124.11"	"DLEU1"	chr13	+	50390197	50390291	50415088	50415202	50083141	50083194	50433412	50433550
799	"ENSG00000176124.11"	"DLEU1"	chr13	+	50390197	50390291	50415088	50415202	50082170	50082557	50433412	50433550
800	"ENSG00000176124.11"	"DLEU1"	chr13	+	50390197	50390291	50415089	50415202	50274931	50275046	50433412	50433550
801	"ENSG00000176124.11"	"DLEU1"	chr13	+	50156826	50158076	50415088	50415202	50082170	50082557	50433412	50433550
802	"ENSG00000176124.11"	"DLEU1"	chr13	+	50433412	50433550	50492650	50492761	50415088	50415202	50527865	50528064
803	"ENSG00000176124.11"	"DLEU1"	chr13	+	50433412	50433550	50527865	50528064	50415088	50415202	50528179	50528534
804	"ENSG00000066468.21"	"FGFR2"	chr10	-	121515116	121515319	121519978	121520169	121503789	121503941	121538591	121538715
805	"ENSG00000066468.21"	"FGFR2"	chr10	-	121517318	121517463	121518681	121518829	121515116	121515319	121519978	121520169
806	"ENSG00000066468.21"	"FGFR2"	chr10	-	121517466	121517472	121518681	121518829	121517318	121517463	121519978	121520169
807	"ENSG00000183317.16"	"EPHA10"	chr1	-	37722005	37722296	37722804	37722931	37721659	37721845	37723040	37723166
808	"ENSG00000049540.16"	"ELN"	chr7	+	74042613	74042706	74046187	74046217	74041215	74041251	74046695	74046767
809	"ENSG00000049540.16"	"ELN"	chr7	+	74043878	74043920	74046187	74046217	74043117	74043168	74046695	74046767
810	"ENSG00000173611.17"	"SCAI"	chr9	-	124974174	124974276	124975246	124975389	124971670	124971844	124976113	124976186
811	"ENSG00000069018.17"	"TRPC7"	chr5	-	136274672	136274837	136315596	136315779	136266219	136266436	136356607	136357385
812	"ENSG00000169314.14"	"C22orf15"	chr22	+	23764792	23764902	23765376	23765457	23764638	23764713	23765720	23765861
813	"ENSG00000058272.16"	"PPP1R12A"	chr12	-	79805591	79805768	79806165	79806333	79798493	79798584	79807225	79807330
814	"ENSG00000196295.11"	"AC005154.6"	chr7	-	30584422	30584453	30584710	30584808	30579230	30579314	30585329	30585479
815	"ENSG00000196295.11"	"AC005154.6"	chr7	-	30576563	30576710	30579005	30579128	30568832	30568989	30579230	30579314
816	"ENSG00000224596.7"	"ZMIZ1-AS1"	chr10	-	79050281	79050417	79054595	79054728	79048773	79048932	79065746	79065819
817	"ENSG00000063978.15"	"RNF4"	chr4	+	2497006	2497121	2500658	2500738	2490336	2490502	2511955	2511965
818	"ENSG00000157388.14"	"CACNA1D"	chr3	+	53673022	53673126	53673712	53673816	53666338	53666535	53702640	53702810
819	"ENSG00000157388.14"	"CACNA1D"	chr3	+	53740279	53740339	53740418	53740478	53735373	53735503	53743010	53743117
820	"ENSG00000157388.14"	"CACNA1D"	chr3	+	53761997	53762081	53762550	53762634	53753571	53753682	53769972	53770017
821	"ENSG00000117013.14"	"KCNQ4"	chr1	+	40824096	40824258	40826637	40826694	40822313	40822402	40831083	40831304
822	"ENSG00000139644.12"	"TMBIM6"	chr12	+	49742437	49742607	49749617	49749856	49741956	49742115	49752463	49752549
823	"ENSG00000139644.12"	"TMBIM6"	chr12	+	49742437	49742607	49744412	49744542	49741956	49742115	49752463	49752549
824	"ENSG00000139644.12"	"TMBIM6"	chr12	+	49744412	49744542	49749617	49749856	49741956	49742115	49752463	49752549
825	"ENSG00000139644.12"	"TMBIM6"	chr12	+	49741956	49742280	49743416	49743565	49741556	49741611	49752463	49752549
826	"ENSG00000139116.18"	"KIF21A"	chr12	-	39315931	39315970	39318072	39318201	39311416	39311553	39319905	39320013
827	"ENSG00000141314.12"	"RHBDL3"	chr17	+	32284658	32284817	32288231	32288369	32267901	32267925	32288791	32289016
828	"ENSG00000153310.18"	"FAM49B"	chr8	-	129912469	129912515	129948965	129949067	129904498	129904585	129970942	129970995
829	"ENSG00000153310.18"	"FAM49B"	chr8	-	129904498	129904585	129912469	129912515	129903311	129903350	129970942	129970995
830	"ENSG00000153310.18"	"FAM49B"	chr8	-	129880375	129880458	129896671	129896854	129879388	129879471	129903311	129903350
831	"ENSG00000153310.18"	"FAM49B"	chr8	-	129880375	129880458	129896748	129896854	129879388	129879471	129903311	129903350
832	"ENSG00000153310.18"	"FAM49B"	chr8	-	129880375	129880458	129894486	129894564	129879388	129879471	129903311	129903350
833	"ENSG00000153310.18"	"FAM49B"	chr8	-	129862228	129862334	129871374	129871496	129855610	129855747	129903311	129903350
834	"ENSG00000153310.18"	"FAM49B"	chr8	-	129879596	129879789	129880375	129880458	129879388	129879471	129903311	129903350
835	"ENSG00000153310.18"	"FAM49B"	chr8	-	129879596	129879789	129896671	129896854	129879388	129879471	129903311	129903350
836	"ENSG00000153310.18"	"FAM49B"	chr8	-	129879596	129879789	129896748	129896854	129879388	129879471	129903311	129903350
837	"ENSG00000153310.18"	"FAM49B"	chr8	-	129879596	129879789	129894486	129894564	129879388	129879471	129903311	129903350
838	"ENSG00000153310.18"	"FAM49B"	chr8	-	129912359	129912417	129912469	129912515	129904498	129904585	129970942	129970995
839	"ENSG00000153310.18"	"FAM49B"	chr8	-	129912359	129912417	129948965	129949067	129904498	129904585	129970942	129970995
840	"ENSG00000153310.18"	"FAM49B"	chr8	-	129894486	129894564	129896671	129896854	129879388	129879471	129903311	129903350
841	"ENSG00000153310.18"	"FAM49B"	chr8	-	129894486	129894564	129896748	129896854	129879388	129879471	129903311	129903350
842	"ENSG00000074219.13"	"TEAD2"	chr19	-	49348956	49349059	49351300	49351365	49348702	49348845	49355147	49355206
843	"ENSG00000151665.12"	"PIGF"	chr2	-	46588074	46588179	46591802	46591925	46581284	46581591	46592474	46592583
844	"ENSG00000010030.13"	"ETV7"	chr6	-	36375870	36376035	36385533	36385669	36373452	36373578	36387535	36387800
845	"ENSG00000165525.17"	"NEMF"	chr14	-	49840717	49840866	49846139	49846265	49838138	49838206	49851562	49851665
846	"ENSG00000225470.6"	"JPX"	chrX	+	73946998	73947374	73994839	73994961	73944583	73944662	73998767	73998844
847	"ENSG00000140853.15"	"NLRC5"	chr16	+	57055435	57055519	57058064	57058148	57055031	57055094	57058971	57059061
848	"ENSG00000158458.19"	"NRG2"	chr5	-	139865114	139865173	139865548	139865625	139859888	139859912	139871720	139871841
849	"ENSG00000158458.19"	"NRG2"	chr5	-	139865114	139865173	139865548	139865625	139855675	139855778	139871720	139871841
850	"ENSG00000158458.19"	"NRG2"	chr5	-	139859888	139859912	139865114	139865173	139855675	139855778	139865548	139865625
851	"ENSG00000173698.17"	"ADGRG2"	chrX	-	19037466	19037490	19037588	19037636	19035941	19035977	19040188	19040224
852	"ENSG00000104408.9"	"EIF3E"	chr8	-	108242111	108242256	108243292	108243463	108241798	108241913	108248612	108248717
853	"ENSG00000154175.16"	"ABI3BP"	chr3	-	100862837	100862909	100864001	100864076	100862310	100862385	100864832	100864907
854	"ENSG00000154175.16"	"ABI3BP"	chr3	-	100829580	100829664	100830577	100830634	100828392	100828452	100832263	100832350
855	"ENSG00000138468.15"	"SENP7"	chr3	-	101398860	101399055	101417592	101417790	101372007	101372126	101458954	101459052
856	"ENSG00000102878.16"	"HSF4"	chr16	+	67167474	67167599	67167823	67167947	67167119	67167222	67168830	67168936
857	"ENSG00000102878.16"	"HSF4"	chr16	+	67167474	67167599	67167823	67167947	67167302	67167402	67168830	67168936
858	"ENSG00000102878.16"	"HSF4"	chr16	+	67167302	67167402	67167474	67167599	67167119	67167222	67167823	67167947
859	"ENSG00000102878.16"	"HSF4"	chr16	+	67167302	67167402	67167460	67167599	67167119	67167222	67167823	67167947
860	"ENSG00000170074.19"	"FAM153A"	chr5	-	177729022	177729053	177731568	177731599	177724783	177724821	177732029	177732100
861	"ENSG00000170074.19"	"FAM153A"	chr5	-	177734379	177734404	177744393	177744418	177732029	177732100	177744887	177744967
862	"ENSG00000021461.16"	"CYP3A43"	chr7	+	99849978	99850099	99855590	99855718	99849545	99849694	99856832	99856899
863	"ENSG00000021461.16"	"CYP3A43"	chr7	+	99836452	99836546	99855590	99855718	99828048	99828186	99856832	99856899
864	"ENSG00000021461.16"	"CYP3A43"	chr7	+	99849545	99849694	99855590	99855718	99848165	99848254	99856832	99856899
865	"ENSG00000165275.9"	"TRMT10B"	chr9	+	37763628	37763753	37768075	37768228	37761902	37762117	37769940	37770019
866	"ENSG00000140876.11"	"NUDT7"	chr16	+	77735393	77735507	77735827	77735986	77725430	77725584	77741581	77742260
867	"ENSG00000026508.16"	"CD44"	chr11	+	35198120	35198246	35211245	35211449	35189834	35190065	35214851	35214914
868	"ENSG00000026508.16"	"CD44"	chr11	+	35209964	35210054	35211245	35211449	35189834	35190065	35214851	35214914
869	"ENSG00000183077.15"	"AFMID"	chr17	+	78204827	78204900	78205439	78205518	78202702	78202751	78205945	78206050
870	"ENSG00000229956.10"	"ZRANB2-AS2"	chr1	+	71184346	71184571	71193674	71193728	71091663	71091704	71198866	71198991
871	"ENSG00000229956.10"	"ZRANB2-AS2"	chr1	+	71184346	71184571	71223056	71223114	71091663	71091704	71237129	71237195
872	"ENSG00000229956.10"	"ZRANB2-AS2"	chr1	+	71223056	71223114	71237129	71237386	71091663	71091704	71368054	71368088
873	"ENSG00000229956.10"	"ZRANB2-AS2"	chr1	+	71193674	71193728	71202034	71202056	71091663	71091704	71223056	71223114
874	"ENSG00000229956.10"	"ZRANB2-AS2"	chr1	+	71208180	71208296	71223056	71223114	71203811	71203920	71237129	71237195
875	"ENSG00000229956.10"	"ZRANB2-AS2"	chr1	+	71365037	71365199	71368054	71368088	71237129	71237195	71401722	71401879
876	"ENSG00000229956.10"	"ZRANB2-AS2"	chr1	+	71304358	71304415	71368054	71368088	71237129	71237195	71401722	71401879
877	"ENSG00000229956.10"	"ZRANB2-AS2"	chr1	+	71304358	71304415	71365037	71365199	71237129	71237195	71401722	71401879
878	"ENSG00000229956.10"	"ZRANB2-AS2"	chr1	+	71237129	71237195	71368054	71368088	71223056	71223114	71401722	71401879
879	"ENSG00000229956.10"	"ZRANB2-AS2"	chr1	+	71280525	71280615	71365037	71365199	71237129	71237195	71368054	71368088
880	"ENSG00000229956.10"	"ZRANB2-AS2"	chr1	+	71093132	71093251	71193674	71193728	71091663	71091704	71223056	71223114
881	"ENSG00000229956.10"	"ZRANB2-AS2"	chr1	+	71093132	71093251	71202034	71202056	71091663	71091704	71223056	71223114
882	"ENSG00000229956.10"	"ZRANB2-AS2"	chr1	+	71268434	71268478	71365037	71365199	71237129	71237195	71368054	71368088
883	"ENSG00000229956.10"	"ZRANB2-AS2"	chr1	+	71268434	71268478	71280525	71280615	71237129	71237195	71368054	71368088
884	"ENSG00000223959.8"	"AFG3L1P"	chr16	+	89977638	89977802	89978809	89978878	89972585	89972765	89980241	89980336
885	"ENSG00000185324.21"	"CDK10"	chr16	+	89687588	89687815	89689251	89689324	89686689	89686797	89690552	89690624
886	"ENSG00000185324.21"	"CDK10"	chr16	+	89687588	89687815	89689251	89689324	89686669	89686759	89690552	89690624
887	"ENSG00000181355.20"	"OFCC1"	chr6	-	9809576	9809714	9819403	9819424	9775806	9775889	9908517	9908604
888	"ENSG00000181355.20"	"OFCC1"	chr6	-	9850397	9850469	9896870	9897003	9845516	9845593	9900325	9900489
889	"ENSG00000184060.10"	"ADAP2"	chr17	+	30926826	30926918	30931888	30931968	30922939	30923070	30934184	30934297
890	"ENSG00000184060.10"	"ADAP2"	chr17	+	30949286	30949370	30953287	30953350	30944906	30945053	30954477	30954555
891	"ENSG00000107669.17"	"ATE1"	chr10	-	121898840	121898969	121899865	121899994	121870005	121870038	121902390	121902620
892	"ENSG00000102445.18"	"KIAA0226L"	chr13	-	46371940	46372597	46377889	46378005	46368732	46368815	46387676	46387879
893	"ENSG00000026103.20"	"FAS"	chr10	+	89010752	89010815	89011998	89012081	89010538	89010600	89013342	89013367
894	"ENSG00000155329.11"	"ZCCHC10"	chr5	-	133011338	133011455	133022840	133022906	133006758	133006920	133026496	133026549
895	"ENSG00000253554.5"	"RP11-32K4.1"	chr8	-	64166974	64167027	64230555	64230619	64151092	64151164	64368340	64368558
896	"ENSG00000185345.18"	"PARK2"	chr6	-	162054090	162054174	162201130	162201252	161973301	161973417	162262524	162262765
897	"ENSG00000185345.18"	"PARK2"	chr6	-	162201130	162201252	162262524	162262765	162054090	162054174	162443309	162443473
898	"ENSG00000185345.18"	"PARK2"	chr6	-	162262524	162262765	162443309	162443473	162201130	162201252	162727661	162727668
899	"ENSG00000168393.12"	"DTYMK"	chr2	-	241680228	241680319	241684715	241684749	241678451	241678649	241685768	241685877
900	"ENSG00000168393.12"	"DTYMK"	chr2	-	241680228	241680319	241681918	241682333	241678451	241678649	241685768	241685877
901	"ENSG00000168393.12"	"DTYMK"	chr2	-	241681918	241682333	241684715	241684749	241678451	241678649	241685768	241685877
902	"ENSG00000137713.15"	"PPP2R1B"	chr11	-	111760818	111761051	111761118	111761291	111759803	111759951	111764804	111764905
903	"ENSG00000164074.14"	"ABHD18"	chr4	+	127989720	127989821	128001715	128001760	127984338	127984423	128008919	128008998
904	"ENSG00000130733.10"	"YIPF2"	chr19	-	10927629	10927769	10927798	10927959	10925685	10925773	10928379	10928440
905	"ENSG00000112812.15"	"PRSS16"	chr6	+	27248846	27248946	27249099	27249229	27247881	27248048	27252807	27252949
906	"ENSG00000151067.21"	"CACNA1C"	chr12	+	2597229	2597289	2597436	2597496	2595873	2596003	2601853	2601960
907	"ENSG00000151067.21"	"CACNA1C"	chr12	+	2634296	2634380	2648474	2648507	2633628	2633712	2651639	2651768
908	"ENSG00000151067.21"	"CACNA1C"	chr12	+	2504435	2504539	2504841	2504945	2493189	2493386	2512811	2512984
909	"ENSG00000151067.21"	"CACNA1C"	chr12	+	2680362	2680575	2681949	2682054	2679443	2679796	2682549	2682678
910	"ENSG00000151067.21"	"CACNA1C"	chr12	+	2633628	2633712	2634296	2634380	2611902	2612013	2648474	2648507
911	"ENSG00000141469.16"	"SLC14A1"	chr18	+	45729985	45730120	45730299	45730471	45724949	45725013	45731014	45731204
912	"ENSG00000141469.16"	"SLC14A1"	chr18	+	45727260	45727418	45731014	45731204	45724949	45725013	45734273	45734402
913	"ENSG00000141469.16"	"SLC14A1"	chr18	+	45736455	45736648	45739162	45739310	45734273	45734402	45739527	45739662
914	"ENSG00000140612.13"	"SEC11A"	chr15	-	84670724	84670782	84680712	84680832	84669543	84670069	84687624	84687774
915	"ENSG00000140612.13"	"SEC11A"	chr15	-	84679225	84679287	84679931	84679969	84670724	84670782	84680712	84680832
